"","schid","c0110","c0112","c0114","c0116","c0120","c0122","c0134","c0136","c0138","c0140","c0142","c0144","c0146","c0150","c0158","c0162","c0166","c0170","c0174","c0176","c0186","c0190","c0192","c0196","c0198","c0204","c0206","c0208","c0210","c0212","c0214","c0216","c0218","c0266","c0268","c0270","c0272","c0274","c0276","c0280","c0282","c0284","c0286","c0288","c0290","c0292","c0294","c0296","c0298","c0300","c0302","c0304","c0374","c0376","c0378","c0380","c0382","c0384","c0386","c0402","c0404","c0406","c0408","c0410","c0412","c0422","c0424","c0426","c0428","c0430","c0432","c0434","c0436","c0442","c0444","c0446","c0448","c0450","c0452","c0454","c0456","c0532","c0534","c0536","c0538","c0560","c0562","c0568","c0570","c0572","c0578","c0578_yy","strata","fr_urban","fr_size","finalwgt","ic0110","ic0112","ic0114","ic0116","ic0120","ic0122","ic0134","ic0136","ic0138","ic0140","ic0142","ic0144","ic0146","ic0150","ic0158","ic0162","ic0166","ic0170","ic0174","ic0176","ic0186","ic0190","ic0192","ic0196","ic0198","ic0204","ic0206","ic0208","ic0210","ic0212","ic0214","ic0216","ic0218","ic0266","ic0268","ic0270","ic0272","ic0274","ic0276","ic0280","ic0282","ic0284","ic0286","ic0288","ic0290","ic0292","ic0294","ic0296","ic0298","ic0300","ic0302","ic0304","ic0374","ic0376","ic0378","ic0380","ic0382","ic0384","ic0386","ic0402","ic0404","ic0406","ic0408","ic0410","ic0412","ic0422","ic0424","ic0426","ic0428","ic0430","ic0432","ic0434","ic0436","ic0442","ic0444","ic0446","ic0448","ic0450","ic0452","ic0454","ic0456","ic0532","ic0534","ic0536","ic0538","ic0560","ic0562","ic0568","ic0570","ic0572"
"1658",2917,1,1,2,2,2,1,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,3,1,2,3,3,3,2,3,3,3,1,3,3,1,1,1,2,4,1,5,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,2,-1,20,60,75,8,1,3,92,25,55,"02252018",2018,242,"Suburb","1,000 or more",9.4765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1659",2920,1,1,1,2,2,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,4,5,5,4,5,2,-1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,2,-1,2,85,95,6,3,3,95,29,29,"03022018",2018,233,"Town","500 - 999",10.6275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1660",2921,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,1,2,1,1,2,1,3,2,2,3,3,3,3,3,3,3,3,3,3,4,3,4,4,5,5,4,1,1,2,-1,1,1,1,1,2,-1,2,-1,2,-1,1,1,1,1,1,1,1,1,7,75,60,4,3,3,85,66,103,"03232018",2018,342,"Suburb","1,000 or more",8.0931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1661",2923,1,1,1,2,2,1,1,1,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,4,4,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,3,2,2,1,2,3,3,2,3,2,2,2,3,2,4,2,4,4,5,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,60,100,100,7,2,2,93,147,108,"03052018",2018,131,"City","500 - 999",73.2763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1662",2925,1,1,1,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,4,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,5,4,5,4,5,2,-1,1,1,2,-1,1,1,1,1,2,-1,1,1,2,-1,2,-1,2,-1,2,-1,10,65,85,0,3,3,95,0,0,"04162018",2018,122,"Suburb","300 - 499",60.0561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1663",2926,1,1,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,3,2,3,3,2,2,3,3,3,2,2,2,4,4,4,5,3,4,5,2,-1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,2,-1,40,77,90,8,3,3,91,176,155,"05012018",2018,342,"Suburb","1,000 or more",8.0931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"1664",2928,1,2,1,1,1,2,2,2,1,1,2,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,3,1,1,2,1,1,1,1,5,4,4,4,4,4,4,2,-1,2,-1,1,1,1,1,1,2,2,-1,1,1,2,-1,1,1,1,1,2,-1,40,15,40,7,3,3,91,15,7,"04022018",2018,214,"Rural","Less than 300",24.8751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1665",2929,1,1,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,2,4,4,1,2,2,1,2,2,2,2,1,1,1,1,1,1,3,2,3,3,3,3,3,3,3,3,3,3,3,5,4,5,5,5,5,5,2,-1,2,-1,2,-1,1,1,2,-1,2,-1,1,2,1,2,2,-1,1,1,2,-1,0,100,75,8,3,3,98,32,5,"03232018",2018,112,"Suburb","Less than 300",140.5687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1666",2930,2,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,4,2,1,1,1,1,1,2,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,3,3,3,3,4,4,4,5,5,4,5,1,2,1,2,1,2,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,90,90,7,3,3,95,3,5,"02272018",2018,424,"Rural","300 - 499",49.4995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1667",2933,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,3,2,3,3,2,3,3,2,3,3,2,3,3,5,5,5,4,5,4,5,1,1,2,-1,1,1,1,1,2,-1,2,-1,2,-1,1,1,1,1,1,1,2,-1,60,70,80,6,1,1,80,44,17,"05012018",2018,331,"City","500 - 999",19.9095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1668",2934,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,2,1,2,1,1,2,1,2,3,4,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,5,5,4,5,2,-1,1,1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,2,-1,0,95,95,9,2,3,96,0,6,"05152018",2018,234,"Rural","500 - 999",15.5284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,7,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1669",2935,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,4,4,2,1,2,1,1,2,2,2,1,2,1,2,2,1,2,1,3,2,2,3,3,1,2,3,3,3,3,4,4,4,4,4,4,5,2,-1,1,1,1,1,1,1,1,1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,5,50,70,12,3,3,94,38,24,"05162018",2018,124,"Rural","300 - 499",74.8402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1670",2939,1,1,2,2,2,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,4,4,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,2,3,1,3,3,2,1,1,3,2,3,2,4,3,4,2,4,2,5,2,-1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,20,65,95,2,2,2,95,5,5,"03062018",2018,132,"Suburb","500 - 999",60.9483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,7
"1671",2944,1,1,2,2,2,1,2,2,1,2,2,2,1,1,1,2,1,1,1,1,1,2,2,4,4,1,2,1,1,1,2,2,2,1,2,1,2,2,1,2,1,3,3,3,3,2,1,3,3,1,2,1,4,1,3,3,1,1,4,1,1,2,-1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,30,60,60,7,4,3,96,160,120,"03032018",2018,231,"City","500 - 999",19.4857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1672",2945,1,1,2,2,2,1,2,1,1,2,2,2,1,1,1,2,1,1,1,1,2,2,1,4,1,1,2,2,1,1,2,2,2,1,1,1,1,2,2,3,2,3,2,3,3,3,1,2,3,3,3,3,4,2,4,3,5,3,5,2,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,25,69,76,9,2,2,94,59,45,"02262018",2018,334,"Rural","500 - 999",16.4927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1673",2946,1,1,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,3,4,1,1,1,1,1,2,2,1,1,2,1,1,2,1,3,1,3,3,3,3,3,2,3,3,1,1,1,4,3,4,4,5,4,5,2,-1,2,-1,1,1,1,1,1,1,2,-1,1,2,2,-1,1,1,1,1,2,-1,25,25,25,7,2,2,89,46,37,"03292018",2018,223,"Town","300 - 499",25.5701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1674",2947,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,4,1,2,2,1,1,2,2,2,1,1,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,4,5,4,5,2,-1,2,-1,1,2,1,1,2,-1,2,-1,1,1,1,2,2,-1,1,1,1,1,13,90,90,8,3,3,94,8,4,"03292018",2018,114,"Rural","Less than 300",144.8607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1675",2948,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,3,3,3,3,3,2,2,3,3,3,3,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,10,55,90,8,3,3,90,61,237,"04052018",2018,342,"Suburb","1,000 or more",8.0931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1676",2951,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,5,4,5,2,-1,2,-1,2,-1,1,1,2,-1,2,-1,2,-1,1,1,1,1,1,1,2,-1,5,95,98,5,4,3,96,17,4,"03012018",2018,441,"City","1,000 or more",14.8279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1677",2952,1,1,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,2,2,4,4,1,1,1,1,1,2,1,2,1,1,1,2,1,1,3,2,2,3,2,3,2,2,2,3,2,2,2,4,2,4,4,5,4,5,2,-1,2,-1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,2,-1,10,70,80,7,3,3,97,26,19,"02232018",2018,244,"Rural","1,000 or more",8.7793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1678",2953,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,1,2,1,2,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,5,4,5,4,5,2,-1,2,-1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,2,-1,40,100,100,7,2,2,93,1,5,"04012018",2018,311,"City","Less than 300",22.8752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1679",2957,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,4,5,1,2,1,2,2,-1,1,1,1,2,2,-1,1,1,2,-1,2,-1,1,1,2,-1,0,50,60,2,3,3,96,8,11,"03282018",2018,132,"Suburb","500 - 999",75.1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
"1680",2958,1,1,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,4,4,1,1,2,1,1,1,2,1,1,1,1,1,2,1,3,3,3,3,2,3,3,2,3,3,2,2,2,5,4,4,4,5,4,5,2,-1,2,-1,1,2,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,2,-1,8,75,95,10,3,3,97,8,8,"03282018",2018,124,"Rural","300 - 499",74.8402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1681",2959,1,1,2,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,2,1,1,2,1,3,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,3,2,3,3,3,3,3,3,2,3,2,2,2,4,3,4,2,4,2,5,1,1,1,1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,33,80,85,7,4,3,92,89,64,"03022018",2018,341,"City","1,000 or more",8.7945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1682",2960,1,1,2,2,2,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,4,4,2,2,2,1,2,1,2,2,2,2,1,2,2,1,3,1,3,3,3,2,3,2,3,3,3,3,3,4,4,3,2,4,2,5,2,-1,2,-1,1,1,1,1,1,1,2,-1,1,2,1,2,1,1,1,1,1,2,10,75,80,7,3,3,96,3,5,"03022018",2018,224,"Rural","300 - 499",14.1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1683",2961,1,1,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,4,3,2,1,2,1,1,1,2,2,1,1,1,1,2,1,3,2,2,3,2,3,3,1,2,3,2,3,2,4,4,4,4,5,4,5,1,2,1,1,2,-1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,20,52,87,7,4,3,95,11,11,"02282018",2018,232,"Suburb","500 - 999",14.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"1684",2962,1,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,4,4,1,1,2,2,1,1,2,2,1,1,1,2,2,1,2,1,3,3,3,3,3,3,3,3,3,3,3,4,4,5,4,5,4,5,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,2,-1,10,75,80,7,3,3,96,20,18,"02262018",2018,224,"Rural","300 - 499",14.1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1685",2963,1,1,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,1,1,1,1,2,2,1,2,1,2,2,1,2,3,3,3,3,3,3,2,3,3,3,3,3,1,2,3,4,4,5,5,2,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,85,85,4,3,3,94,35,27,"05042018",2018,222,"Suburb","300 - 499",14.5765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1686",2965,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,2,2,1,1,1,2,1,1,3,2,3,3,3,3,3,1,2,3,3,3,3,4,4,4,4,4,4,5,2,-1,2,-1,1,2,1,1,1,1,1,2,2,-1,1,1,1,1,1,1,1,1,20,100,100,4,1,1,91,0,0,"02232018",2018,121,"City","300 - 499",73.1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1687",2967,1,1,2,2,2,1,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,2,4,4,1,1,1,1,1,2,1,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,4,5,2,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,60,75,7,3,3,90,64,63,"03012018",2018,332,"Suburb","500 - 999",14.9318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1688",2968,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,4,3,2,2,2,1,1,1,1,2,1,1,1,2,2,1,3,1,2,3,2,3,3,2,3,3,3,3,3,5,4,5,5,5,4,5,2,-1,2,-1,1,1,1,1,2,-1,2,-1,1,1,1,1,2,-1,1,1,2,-1,5,75,75,4,4,3,95,21,20,"03012018",2018,121,"City","300 - 499",53.5619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1689",2970,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,1,1,2,1,2,1,4,4,5,1,1,1,5,2,-1,1,1,1,1,1,2,1,1,2,-1,1,1,1,2,1,1,1,1,1,2,30,35,40,7,2,3,95,20,10,"03032018",2018,231,"City","500 - 999",17.5441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1690",2972,1,1,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,3,2,3,3,3,1,2,3,2,3,3,5,4,5,4,5,5,5,2,-1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,10,80,90,6,3,3,96,87,114,"03092018",2018,341,"City","1,000 or more",8.7945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
