"","schid","c0110","c0112","c0114","c0116","c0120","c0122","c0134","c0136","c0138","c0140","c0142","c0144","c0146","c0150","c0158","c0162","c0166","c0170","c0174","c0176","c0186","c0190","c0192","c0196","c0198","c0204","c0206","c0208","c0210","c0212","c0214","c0216","c0218","c0266","c0268","c0270","c0272","c0274","c0276","c0280","c0282","c0284","c0286","c0288","c0290","c0292","c0294","c0296","c0298","c0300","c0302","c0304","c0374","c0376","c0378","c0380","c0382","c0384","c0386","c0402","c0404","c0406","c0408","c0410","c0412","c0422","c0424","c0426","c0428","c0430","c0432","c0434","c0436","c0442","c0444","c0446","c0448","c0450","c0452","c0454","c0456","c0532","c0534","c0536","c0538","c0560","c0562","c0568","c0570","c0572","c0578","c0578_yy","strata","fr_urban","fr_size","finalwgt","ic0110","ic0112","ic0114","ic0116","ic0120","ic0122","ic0134","ic0136","ic0138","ic0140","ic0142","ic0144","ic0146","ic0150","ic0158","ic0162","ic0166","ic0170","ic0174","ic0176","ic0186","ic0190","ic0192","ic0196","ic0198","ic0204","ic0206","ic0208","ic0210","ic0212","ic0214","ic0216","ic0218","ic0266","ic0268","ic0270","ic0272","ic0274","ic0276","ic0280","ic0282","ic0284","ic0286","ic0288","ic0290","ic0292","ic0294","ic0296","ic0298","ic0300","ic0302","ic0304","ic0374","ic0376","ic0378","ic0380","ic0382","ic0384","ic0386","ic0402","ic0404","ic0406","ic0408","ic0410","ic0412","ic0422","ic0424","ic0426","ic0428","ic0430","ic0432","ic0434","ic0436","ic0442","ic0444","ic0446","ic0448","ic0450","ic0452","ic0454","ic0456","ic0532","ic0534","ic0536","ic0538","ic0560","ic0562","ic0568","ic0570","ic0572"
"454",621,1,2,1,2,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,4,1,2,1,1,2,2,2,2,1,1,1,2,2,1,3,2,3,3,3,3,3,2,3,3,3,3,3,5,3,4,2,4,3,4,2,-1,2,-1,1,1,1,1,2,-1,1,1,1,2,1,1,1,1,1,1,1,1,9,34,80,6,4,2,91,287,351,"03192008",2008,341,"City","1,000 or more",9.09879530757181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"455",623,1,1,2,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,4,3,2,1,1,1,2,1,2,2,1,1,1,1,2,1,3,2,3,3,2,3,3,2,3,3,2,2,2,4,3,4,4,4,2,5,1,2,2,-1,1,2,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,2,40,60,60,3,2,3,95,15,10,"03282008",2008,131,"City","500 - 999",64.2264434137444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"456",626,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,65,34,100,8,4,3,90,100,100,"03242008",2008,342,"Suburb","1,000 or more",9.79733927619163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"457",627,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,4,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,25,40,40,4,2,3,90,43,92,"03252008",2008,341,"City","1,000 or more",9.09879530757181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,11,18
"458",628,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,2,2,2,5,1,2,1,1,1,2,2,2,1,1,1,2,1,1,3,2,3,3,2,3,3,3,3,3,2,3,3,4,4,4,5,5,4,5,1,2,2,-1,1,1,1,1,2,-1,2,-1,1,1,1,2,1,1,1,1,2,-1,12,80,45,5,4,2,96,43,39,"03142008",2008,232,"Suburb","500 - 999",17.3221716484947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"459",629,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,4,1,1,2,1,1,2,2,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,5,5,4,5,1,1,2,-1,1,1,1,1,1,2,2,-1,1,1,2,-1,1,1,1,1,2,-1,1,75,75,2,3,3,96,12,4,"04082008",2008,131,"City","500 - 999",64.2264434137444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"460",630,1,1,2,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,3,3,2,1,1,1,2,2,1,1,1,1,1,2,2,2,3,2,3,3,3,3,3,2,3,3,3,3,3,4,3,4,4,5,4,5,2,-1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,2,-1,1,1,10,91,92,5,3,3,97,16,8,"05052008",2008,434,"Rural","500 - 999",36.8395182453177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"461",631,1,1,1,2,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,4,3,1,2,2,1,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,4,3,5,4,5,3,5,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,10,60,75,6,3,3,96,40,43,"02292008",2008,232,"Suburb","500 - 999",15.438472557849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"462",633,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,2,1,1,3,2,2,2,4,1,4,4,4,3,5,2,-1,2,-1,1,1,1,1,1,2,2,-1,1,2,2,-1,1,1,1,1,1,1,5,85,85,4,2,3,92,184,111,"03152008",2008,131,"City","500 - 999",64.2264434137444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"463",634,1,1,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,4,5,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,4,4,1,1,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,20,60,90,6,4,3,94,120,82,"04182008",2008,341,"City","1,000 or more",9.09879530757181,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"464",636,1,2,2,2,2,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,4,4,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,5,5,5,4,5,1,2,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,10,75,75,6,3,3,97,3,2,"02272008",2008,131,"City","500 - 999",58.6920733760837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"465",637,1,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,3,3,3,3,2,2,3,3,3,3,1,1,1,4,4,4,4,2,-1,2,-1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,20,20,75,7,2,2,98,35,35,"03052008",2008,224,"Rural","300 - 499",21.019772780728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"466",638,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,3,3,3,3,2,3,1,3,1,3,3,4,2,4,2,3,4,4,2,-1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,35,25,50,10,2,2,89,125,125,"03172008",2008,342,"Suburb","1,000 or more",9.79733927619163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"467",639,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,3,4,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,3,2,3,3,2,2,3,2,2,2,4,2,5,5,5,4,5,2,-1,1,1,1,1,1,1,2,-1,2,-1,2,-1,1,1,1,1,1,1,1,1,10,50,75,0,3,3,96,8,4,"04282008",2008,112,"Suburb","Less than 300",103.898219605097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"468",640,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,4,5,5,5,2,-1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,10,70,80,0,4,3,95,50,60,"03242008",2008,111,"City","Less than 300",108.381919082787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"469",641,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,4,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,3,2,2,3,3,3,3,3,2,3,2,2,2,4,3,4,4,4,3,5,2,-1,2,-1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,1,1,5,95,95,7,4,3,94,30,15,"03112008",2008,342,"Suburb","1,000 or more",9.79733927619163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"470",642,1,1,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,2,2,1,2,1,1,2,1,2,1,2,2,1,3,3,3,3,3,3,3,3,2,3,3,3,3,4,4,5,5,5,5,5,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,8,70,92,6,3,3,96,41,23,"",2008,131,"City","500 - 999",58.6920733760837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"471",644,1,1,1,2,2,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,1,3,2,2,3,2,2,2,2,2,2,2,4,3,4,5,5,5,5,1,2,1,1,1,2,2,-1,2,-1,2,-1,1,1,1,1,1,1,1,1,1,1,12,40,70,1,3,3,95,130,120,"03242008",2008,134,"Rural","500 - 999",60.4190963397911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"472",646,1,1,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,2,1,1,2,2,1,1,1,2,2,3,2,3,3,3,3,2,3,2,3,2,3,3,4,3,4,4,4,2,4,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,90,90,6,3,3,96,25,60,"03172008",2008,432,"Suburb","500 - 999",45.6715609328171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"473",648,1,1,2,2,2,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,4,5,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,4,5,4,5,2,-1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,5,80,80,10,3,3,95,17,8,"03032008",2008,223,"Town","300 - 499",19.4239763569385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"474",649,1,1,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,3,4,2,1,1,1,1,2,2,1,1,1,1,1,1,1,3,2,2,3,3,3,2,2,3,2,2,2,2,5,4,4,4,5,4,5,2,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,2,-1,10,85,90,8,3,3,95,1,1,"03052008",2008,214,"Rural","Less than 300",11.5591680180102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"475",650,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,5,1,2,2,1,2,1,2,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,4,5,5,4,2,-1,1,1,2,-1,1,1,1,1,2,-1,1,2,1,1,2,-1,1,1,2,-1,5,88,90,3,3,3,96,57,111,"04112008",2008,343,"Town","1,000 or more",9.63778937587353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"476",651,1,1,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,1,1,2,2,1,3,3,3,2,2,3,3,2,2,3,2,3,3,4,4,4,4,5,3,5,2,-1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,18,25,65,5,4,3,94,86,79,"03142008",2008,332,"Suburb","500 - 999",16.7289070818014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"477",654,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,2,3,2,3,3,3,3,3,3,5,4,4,4,4,4,4,2,-1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,2,-1,7,48,90,5,3,3,95,258,78,"03102008",2008,341,"City","1,000 or more",9.09879530757181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"478",655,1,1,2,2,2,1,2,2,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,3,3,3,3,3,3,3,3,3,3,5,1,4,4,5,4,4,2,-1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,2,-1,10,55,85,7,3,3,95,37,35,"03172008",2008,232,"Suburb","500 - 999",16.0173887782248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"479",656,1,1,1,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,3,2,3,3,3,3,4,4,4,3,3,2,3,2,-1,2,-1,1,1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,50,95,100,6,1,1,85,2,5,"03052008",2008,321,"City","300 - 499",12.5569473291305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"480",658,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,4,4,1,2,2,2,1,2,2,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,2,-1,2,-1,1,1,1,1,1,1,2,-1,1,2,1,1,2,-1,1,1,2,-1,2,80,80,4,3,3,96,34,12,"03032008",2008,131,"City","500 - 999",64.2264434137444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"481",659,1,1,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,3,2,1,1,2,2,1,2,2,2,1,2,1,2,2,2,2,3,2,3,2,3,2,3,2,3,2,3,3,4,3,4,4,4,4,4,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,10,50,85,8,3,3,95,83,114,"03282008",2008,231,"City","500 - 999",15.919842993659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"482",660,1,1,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,2,2,3,3,3,3,3,3,3,5,5,5,2,5,1,5,2,-1,1,1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,1,1,2,-1,30,75,80,10,4,2,70,100,40,"03072008",2008,321,"City","300 - 499",12.5569473291305,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"483",661,1,2,2,2,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,3,4,1,1,1,1,1,2,2,2,2,1,1,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,4,5,4,5,2,-1,1,1,2,-1,1,1,2,-1,1,1,1,2,2,-1,1,1,1,1,2,-1,5,30,50,8,3,3,95,9,10,"03072008",2008,214,"Rural","Less than 300",29.9750820685977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484",662,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,4,2,3,2,2,2,5,2,-1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,2,1,1,1,2,25,50,50,0,2,2,97,74,48,"05132008",2008,142,"Suburb","1,000 or more",71.9930240924743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13
"485",663,1,1,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,4,4,2,1,1,1,1,2,2,2,1,1,1,2,1,1,2,1,2,2,2,3,2,1,2,2,2,2,2,4,3,4,4,5,4,4,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,2,-1,5,70,85,7,3,3,96,30,20,"03142008",2008,233,"Town","500 - 999",16.457437934301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"486",664,1,1,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,2,3,2,3,3,3,3,3,2,3,3,4,4,4,4,5,4,4,2,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,-1,0,0,90,4,2,3,98,69,116,"03202008",2008,134,"Rural","500 - 999",57.3503610877421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,5,0,0,6,0,0
