"","schid","c0110","c0112","c0114","c0116","c0120","c0122","c0134","c0136","c0138","c0140","c0142","c0144","c0146","c0150","c0158","c0162","c0166","c0170","c0174","c0176","c0186","c0190","c0192","c0196","c0198","c0204","c0206","c0208","c0210","c0212","c0214","c0216","c0218","c0266","c0268","c0270","c0272","c0274","c0276","c0280","c0282","c0284","c0286","c0288","c0290","c0292","c0294","c0296","c0298","c0300","c0302","c0304","c0374","c0376","c0378","c0380","c0382","c0384","c0386","c0402","c0404","c0406","c0408","c0410","c0412","c0422","c0424","c0426","c0428","c0430","c0432","c0434","c0436","c0442","c0444","c0446","c0448","c0450","c0452","c0454","c0456","c0532","c0534","c0536","c0538","c0560","c0562","c0568","c0570","c0572","c0578","c0578_yy","strata","fr_urban","fr_size","finalwgt","ic0110","ic0112","ic0114","ic0116","ic0120","ic0122","ic0134","ic0136","ic0138","ic0140","ic0142","ic0144","ic0146","ic0150","ic0158","ic0162","ic0166","ic0170","ic0174","ic0176","ic0186","ic0190","ic0192","ic0196","ic0198","ic0204","ic0206","ic0208","ic0210","ic0212","ic0214","ic0216","ic0218","ic0266","ic0268","ic0270","ic0272","ic0274","ic0276","ic0280","ic0282","ic0284","ic0286","ic0288","ic0290","ic0292","ic0294","ic0296","ic0298","ic0300","ic0302","ic0304","ic0374","ic0376","ic0378","ic0380","ic0382","ic0384","ic0386","ic0402","ic0404","ic0406","ic0408","ic0410","ic0412","ic0422","ic0424","ic0426","ic0428","ic0430","ic0432","ic0434","ic0436","ic0442","ic0444","ic0446","ic0448","ic0450","ic0452","ic0454","ic0456","ic0532","ic0534","ic0536","ic0538","ic0560","ic0562","ic0568","ic0570","ic0572"
"11",2025,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,4,3,1,1,2,1,1,1,1,2,1,1,1,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,5,4,5,4,5,2,-1,1,1,1,2,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,2,80,95,5,3,3,95,31,30,"04112018",2018,134,"Rural","500 - 999",71.4631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",219,1,1,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,4,2,1,1,2,1,2,1,2,1,1,2,1,2,2,1,1,1,1,3,2,3,1,1,2,1,1,2,2,4,1,5,5,4,1,5,2,-1,1,1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,10,50,40,10,4,2,90,10,15,"02272018",2018,242,"Suburb","1,000 or more",9.4765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",1128,1,1,2,2,2,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,1,2,2,2,3,2,1,1,1,1,2,2,2,1,1,1,2,2,1,3,3,3,3,2,3,3,3,3,3,3,3,3,5,3,4,4,5,4,5,2,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,10,70,70,5,3,3,90,36,47,"06182018",2018,341,"City","1,000 or more",8.7945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"14",3448,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,2,1,2,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,3,3,3,3,1,2,3,1,3,3,4,2,4,4,5,2,5,2,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,8,80,76,17,3,3,93,66,90,"03192018",2018,341,"City","1,000 or more",8.7945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",3359,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,3,2,3,3,3,3,3,2,2,3,3,3,3,4,2,3,4,5,2,4,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,2,-1,18,45,65,7,4,3,90,91,35,"04032018",2018,343,"Town","1,000 or more",11.5356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",3217,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,1,2,2,1,1,1,1,1,2,2,1,1,1,3,2,2,3,3,3,2,2,3,3,3,5,4,4,4,5,4,5,2,-1,1,1,2,-1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,2,-1,35,15,20,3,2,3,88,2,32,"05072018",2018,342,"Suburb","1,000 or more",9.6961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"17",310,1,1,1,2,2,1,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,4,3,1,1,2,1,1,2,2,2,1,1,1,2,2,1,2,1,3,3,3,3,3,1,3,3,2,3,3,5,4,5,5,5,4,5,2,-1,2,-1,1,2,1,1,2,-1,2,-1,1,1,1,1,2,-1,1,1,2,-1,8,50,75,10,3,3,95,15,20,"05222018",2018,114,"Rural","Less than 300",121.8157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",624,1,1,2,2,2,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,2,2,2,2,1,1,1,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,4,5,2,-1,1,1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,2,-1,2,60,70,8,3,3,92,36,32,"04232018",2018,324,"Rural","300 - 499",14.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",4268,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,2,4,1,1,2,1,1,1,2,2,1,1,1,2,2,2,1,2,3,2,1,2,1,2,1,2,2,1,1,5,5,5,5,5,5,5,2,-1,1,2,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,2,-1,60,30,60,8,2,2,89,0,47,"03052018",2018,331,"City","500 - 999",17.9256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8
"20",1375,1,1,2,2,2,1,2,2,1,1,2,2,1,2,1,1,1,1,1,2,1,2,1,3,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,5,3,5,2,-1,1,1,1,2,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,15,80,85,7,3,3,91,13,19,"04252018",2018,323,"Town","300 - 499",19.6143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",4656,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,3,3,3,2,3,3,2,3,3,2,2,2,5,3,5,3,3,2,5,2,-1,1,1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,0,0,0,6,3,3,95,12,8,"02272018",2018,233,"Town","500 - 999",11.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",2156,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,3,3,1,1,2,1,1,2,1,1,1,2,1,2,2,1,3,3,3,3,2,2,1,1,3,2,1,2,2,5,4,5,5,5,4,5,1,2,1,1,1,2,1,1,1,1,2,-1,1,1,1,2,1,1,1,1,1,2,11,60,85,5,3,3,97,64,41,"02232018",2018,134,"Rural","500 - 999",62.7552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",4047,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,3,2,2,2,1,1,1,2,1,2,2,1,2,4,1,3,1,1,1,5,2,-1,1,1,2,-1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,2,-1,0,25,50,9,1,1,99,40,32,"03122018",2018,432,"Suburb","500 - 999",36.7723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"24",2523,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,2,2,1,1,1,1,1,1,2,2,1,2,3,1,3,2,1,3,3,1,3,3,4,2,4,4,5,5,5,2,-1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,40,30,30,6,4,3,98,20,14,"03022018",2018,223,"Town","300 - 499",23.5126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",4238,1,1,1,2,2,1,2,1,2,2,2,1,1,2,1,1,1,2,1,1,2,1,1,3,5,1,1,2,2,1,1,1,2,1,1,1,2,2,2,1,3,3,3,3,3,3,3,3,3,2,2,2,4,4,4,5,5,5,5,2,-1,2,-1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,2,-1,10,10,15,2,3,3,95,20,10,"05142018",2018,114,"Rural","Less than 300",121.8157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"26",2207,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,5,4,5,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,25,25,8,3,3,94,20,20,"03222018",2018,323,"Town","300 - 499",16.3047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",1654,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,4,2,1,1,1,1,1,2,2,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,5,4,4,5,5,3,5,2,-1,2,-1,2,-1,1,1,1,1,1,2,2,-1,2,-1,1,1,1,1,2,-1,14,27,35,6,3,3,95,8,7,"04032018",2018,213,"Town","Less than 300",24.0335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0
"28",4387,1,1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,4,4,5,2,-1,2,-1,1,1,1,1,1,1,1,2,1,1,2,-1,2,-1,1,1,2,-1,10,40,30,6,1,2,95,14,2,"03282018",2018,214,"Rural","Less than 300",24.8751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",4085,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,1,3,3,3,3,3,3,4,3,5,4,4,3,4,2,-1,2,-1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,2,-1,20,25,60,5,2,1,90,25,17,"04092018",2018,221,"City","300 - 499",15.3032,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0
"30",1586,1,1,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,5,5,5,5,2,-1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,1,1,2,-1,2,-1,12,35,60,0,3,3,85,220,136,"05222018",2018,133,"Town","500 - 999",59.9115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,7,7,0,0,0,0,7,7
"31",2829,1,1,2,2,2,2,2,1,1,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,3,3,3,2,3,2,2,3,3,3,3,3,4,3,4,4,5,4,5,2,-1,1,1,2,-1,1,1,2,-1,2,-1,1,2,2,-1,1,2,1,1,1,1,8,68,75,8,3,3,97,10,14,"03212018",2018,322,"Suburb","300 - 499",15.0475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
