"","schid","c0110","c0112","c0114","c0116","c0120","c0121","c0122","c0124","c0126","c0128","c0130","c0134","c0136","c0138","c0139","c0140","c0141","c0142","c0143","c0144","c0146","c0148","c0150","c0151","c0153","c0155","c0157","c0158","c0162","c0166","c0169","c0170","c0173","c0163","c0165","c0167","c0174","c0175","c0176","c0177","c0178","c0179","c0180","c0181","c0182","c0183","c0186","c0600","c0602","c0604","c0606","c0608","c0190","c0192","c0194","c0196","c0198","c0200","c0202","c0204","c0206","c0208","c0210","c0212","c0214","c0216","c0218","c0610","c0612","c0614","c0616","c0618","c0620","c0622","c0624","c0626","c0628","c0630","c0632","c0634","c0636","c0638","c0640","c0642","c0644","c0646","c0648","c0650","c0652","c0654","c0656","c0658","c0660","c0662","c0664","c0666","c0668","c0670","c0672","c0674","c0676","c0678","c0680","c0682","c0684","c0686","c0265","c0266","c0267","c0268","c0269","c0270","c0271","c0272","c0273","c0274","c0276","c0277","c0280","c0282","c0284","c0286","c0288","c0290","c0292","c0294","c0296","c0298","c0300","c0302","c0304","c0306","c0308","c0374","c0376","c0378","c0380","c0381","c0382","c0383","c0384","c0386","c0389","c0391","c0393","c0390","c0392","c0394","c0396","c0398","c0400","c0402","c0404","c0406","c0408","c0410","c0412","c0414","c0416","c0418","c0420","c0422","c0424","c0426","c0428","c0430","c0432","c0434","c0436","c0438","c0440","c0442","c0444","c0446","c0448","c0450","c0452","c0454","c0456","c0518","c0520","c0526","c0528","c0532","c0534","c0536","c0538","c0560","c0562","c0568","c0570","c0572","c0578","c0578_dd","c0578_mm","year","c0580","crisis","distot","incid","incpol","othact","outsus","probwk","removl","strata","stuoff","svinc","svpol","transf","vioinc","viopol","disfire16","disdrug16","disweap16","disrupt","disatt16","disalc16","sec_ft16","sec_pt16","fr_urban","fr_lvel","fr_size","percwht","finalwgt","repfwt1","repfwt2","repfwt3","repfwt4","repfwt5","repfwt6","repfwt7","repfwt8","repfwt9","repfwt10","repfwt11","repfwt12","repfwt13","repfwt14","repfwt15","repfwt16","repfwt17","repfwt18","repfwt19","repfwt20","repfwt21","repfwt22","repfwt23","repfwt24","repfwt25","repfwt26","repfwt27","repfwt28","repfwt29","repfwt30","repfwt31","repfwt32","repfwt33","repfwt34","repfwt35","repfwt36","repfwt37","repfwt38","repfwt39","repfwt40","repfwt41","repfwt42","repfwt43","repfwt44","repfwt45","repfwt46","repfwt47","repfwt48","repfwt49","repfwt50","ic0110","ic0112","ic0114","ic0116","ic0120","ic0121","ic0122","ic0124","ic0126","ic0128","ic0130","ic0134","ic0136","ic0138","ic0139","ic0140","ic0141","ic0142","ic0143","ic0144","ic0146","ic0148","ic0150","ic0151","ic0153","ic0155","ic0157","ic0158","ic0162","ic0166","ic0169","ic0170","ic0173","ic0163","ic0165","ic0167","ic0174","ic0175","ic0176","ic0177","ic0178","ic0179","ic0180","ic0181","ic0182","ic0183","ic0186","ic0600","ic0602","ic0604","ic0606","ic0608","ic0190","ic0192","ic0194","ic0196","ic0198","ic0200","ic0202","ic0204","ic0206","ic0208","ic0210","ic0212","ic0214","ic0216","ic0218","ic0610","ic0612","ic0614","ic0616","ic0618","ic0620","ic0622","ic0624","ic0626","ic0628","ic0630","ic0632","ic0634","ic0636","ic0638","ic0640","ic0642","ic0644","ic0646","ic0648","ic0650","ic0652","ic0654","ic0656","ic0658","ic0660","ic0662","ic0664","ic0666","ic0668","ic0670","ic0672","ic0674","ic0676","ic0678","ic0680","ic0682","ic0684","ic0686","ic0265","ic0266","ic0267","ic0268","ic0269","ic0270","ic0271","ic0272","ic0273","ic0274","ic0276","ic0277","ic0280","ic0282","ic0284","ic0286","ic0288","ic0290","ic0292","ic0294","ic0296","ic0298","ic0300","ic0302","ic0304","ic0306","ic0308","ic0688","ic0690","ic0374","ic0376","ic0378","ic0380","ic0381","ic0382","ic0383","ic0384","ic0386","ic0389","ic0391","ic0393","ic0390","ic0392","ic0394","ic0396","ic0398","ic0400","ic0402","ic0404","ic0406","ic0408","ic0410","ic0412","ic0414","ic0416","ic0418","ic0420","ic0422","ic0424","ic0426","ic0428","ic0430","ic0432","ic0434","ic0436","ic0438","ic0440","ic0442","ic0444","ic0446","ic0448","ic0450","ic0452","ic0454","ic0456","ic0518","ic0520","ic0526","ic0528","ic0532","ic0534","ic0536","ic0538","ic0560","ic0562","ic0568","ic0570","ic0572","ic0578","ic0580"
"1","1",1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,-1,2,2,2,2,2,2,3,2,1,1,2,1,2,2,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,3,1,1,3,2,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,3,2,2,2,1,2,2,2,2,2,2,2,4,3,4,4,5,4,5,4,5,4,4,5,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,2,-1,2,-1,1,2,2,-1,0,0,2,17,30,50,75,6,2,3,94,79,64,"04212016",21,4,2016,90,6,4,12,0,4,0,0,0,124,4,0,0,0,10,0,0,0,0,0,4,0,0,0,4,"1",2,"2",88.095041564119,90.802689493477,86.5176422583226,89.8679560284007,88.8705815573352,89.7992516484575,89.423046020305,87.7081332621744,88.2302146813875,89.7256930434878,90.4639290285993,90.8562098650351,90.8797625112875,89.7279757739361,89.9464781258061,88.9730553505218,90.5711818331179,89.970576888272,90.2260302277012,89.844378532905,90.5784899502151,0,86.1916018916651,90.9017574396677,90.4799203300354,90.9199130628689,90.8702677531786,90.2589233457614,90.6149787454642,90.2737063363719,88.9039603717023,90.1961495280041,90.436844934343,88.1835137433678,90.6885896761679,87.3108842464757,91.5627154119675,90.1621410215888,90.5076067417382,90.5570708106163,90.0530604341548,90.6939601816528,89.9456188591253,90.9495243967012,90.6639364466909,90.4033047308348,88.3548007622679,89.8791039796224,89.9609560695816,91.7438450796406,89.9578373581974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","2",2,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,2,2,2,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,-1,2,2,2,2,2,2,4,4,3,3,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,2,2,2,2,2,3,3,2,2,1,1,2,2,1,1,1,1,2,1,1,2,2,2,3,2,3,3,2,2,3,2,2,2,2,2,5,4,5,5,5,5,5,5,5,4,4,4,1,2,2,-1,1,2,1,2,1,2,1,1,2,-1,1,1,2,-1,2,-1,2,-1,2,-1,2,-1,1,2,2,-1,1,2,2,-1,0,0,25,2,0,90,90,6,2,2,95,41,46,"03032016",3,3,2016,45,2,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,"1",2,"4",99.831087350927,102.184328025539,101.519544585277,99.0325402364273,102.082384416147,98.5175762483292,101.336008927829,101.160099217065,99.9842682682401,101.678974671092,101.803105721902,102.24455689358,102.642351630319,103.067241772557,103.318227427074,101.67039440855,104.03580171182,99.5827932254882,101.807594926988,99.7230344169609,102.704246806271,99.6550072500489,100.645633975916,102.667193367473,101.821101448687,102.316244951501,99.8861189107483,103.13976854343,103.287144951031,103.694102496162,99.8870311892925,101.338855585173,100.098876105308,102.560102352809,102.055926397519,102.32274988132,103.039619187025,100.494483825574,103.164757373766,103.221138807861,103.440654623815,103.277971686035,101.986653161559,102.349567909956,102.028183015667,101.734882487946,100.963908747413,102.448360848694,0,105.382797064213,101.873485026979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","3",1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,-1,2,2,2,1,1,1,2,4,2,2,1,1,1,1,1,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,3,2,2,2,1,1,2,2,2,2,2,2,2,4,4,5,5,5,5,5,5,5,4,4,4,2,-1,2,-1,1,2,2,-1,2,-1,2,-1,2,-1,1,1,1,1,2,-1,1,2,1,1,2,-1,2,-1,1,1,1,1,2,-1,0,0,5,9,18,52,68,6,2,2,95,44,8,"02252016",25,2,2016,30,8,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,3,0,0,0,1,4,"1",2,"3",99.831087350927,102.184328025539,101.519544585277,99.0325402364273,102.082384416147,98.5175762483292,101.336008927829,101.160099217065,99.9842682682401,101.678974671092,101.803105721902,102.24455689358,102.642351630319,103.067241772557,103.318227427074,101.67039440855,104.03580171182,99.5827932254882,101.807594926988,99.7230344169609,102.704246806271,99.6550072500489,100.645633975916,102.667193367473,101.821101448687,102.316244951501,99.8861189107483,103.13976854343,103.287144951031,103.694102496162,99.8870311892925,101.338855585173,100.098876105308,102.560102352809,102.055926397519,102.32274988132,103.039619187025,100.494483825574,103.164757373766,103.221138807861,0,103.277971686035,101.986653161559,102.349567909956,102.028183015667,101.734882487946,100.963908747413,102.448360848694,103.334857711203,105.382797064213,101.873485026979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,0,7,0,7,0,7,0,7,7,7,7,7,0,7,7,7,7,7,0,7,0,7,7,7,7,7,0,0,0,7,7,7,7,7,7,0,0,0,7,7,0,0
"4","4",1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,3,4,3,1,1,2,2,1,2,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,5,5,4,5,5,5,5,5,5,5,2,-1,2,-1,2,-1,2,-1,2,-1,1,2,2,-1,1,1,1,1,2,-1,2,-1,1,2,2,-1,2,-1,1,1,1,2,1,2,0,0,61,9,15,27,50,2,2,2,96,56,27,"03082016",8,3,2016,52,8,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"1",2,"4",99.831087350927,102.184328025539,101.519544585277,99.0325402364273,102.082384416147,98.5175762483292,101.336008927829,101.160099217065,99.9842682682401,101.678974671092,101.803105721902,102.24455689358,102.642351630319,103.067241772557,103.318227427074,101.67039440855,104.03580171182,99.5827932254882,101.807594926988,99.7230344169609,102.704246806271,99.6550072500489,100.645633975916,102.667193367473,101.821101448687,102.316244951501,99.8861189107483,103.13976854343,103.287144951031,103.694102496162,99.8870311892925,101.338855585173,100.098876105308,102.560102352809,102.055926397519,102.32274988132,103.039619187025,100.494483825574,103.164757373766,103.221138807861,103.440654623815,103.277971686035,101.986653161559,102.349567909956,102.028183015667,101.734882487946,100.963908747413,102.448360848694,103.334857711203,0,101.873485026979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5","8",1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,-1,1,1,1,1,2,2,4,4,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,-1,-1,-1,-1,-1,2,2,1,2,2,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,3,2,2,1,1,2,2,2,2,2,2,3,2,5,5,5,5,5,3,5,4,5,5,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,0,0,35,8,40,35,75,5,3,3,85,10,15,"02242016",24,2,2016,30,8,0,4,0,0,0,1,0,124,0,0,0,0,4,0,0,0,0,0,0,0,1,0,4,"1",2,"4",88.095041564119,90.802689493477,86.5176422583226,89.8679560284007,88.8705815573352,89.7992516484575,89.423046020305,87.7081332621744,88.2302146813875,89.7256930434878,90.4639290285993,90.8562098650351,90.8797625112875,89.7279757739361,89.9464781258061,88.9730553505218,90.5711818331179,89.970576888272,90.2260302277012,89.844378532905,90.5784899502151,90.6600165319113,86.1916018916651,90.9017574396677,90.4799203300354,90.9199130628689,90.8702677531786,90.2589233457614,90.6149787454642,90.2737063363719,88.9039603717023,90.1961495280041,90.436844934343,88.1835137433678,90.6885896761679,87.3108842464757,91.5627154119675,90.1621410215888,90.5076067417382,90.5570708106163,90.0530604341548,90.6939601816528,89.9456188591253,0,90.6639364466909,90.4033047308348,88.3548007622679,89.8791039796224,89.9609560695816,91.7438450796406,89.9578373581974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6","9",1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,1,1,2,2,1,1,3,2,2,2,1,1,2,4,4,4,1,1,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2,2,1,2,2,-1,-1,-1,-1,-1,2,1,2,2,1,2,3,2,2,2,2,2,3,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,2,2,2,1,3,2,3,3,3,2,2,5,4,5,4,5,5,5,4,5,3,4,4,1,2,2,-1,2,-1,2,-1,1,1,1,2,1,1,1,1,1,1,1,2,2,-1,1,1,2,-1,1,2,1,1,1,1,1,1,0,0,10,10,8,50,60,4,3,3,95,25,20,"03282016",28,3,2016,55,6,0,5,0,0,0,0,0,124,0,1,0,0,2,0,0,0,0,2,0,0,0,1,4,"1",2,"3",99.831087350927,102.184328025539,101.519544585277,99.0325402364273,102.082384416147,98.5175762483292,101.336008927829,101.160099217065,99.9842682682401,101.678974671092,101.803105721902,102.24455689358,102.642351630319,103.067241772557,103.318227427074,101.67039440855,104.03580171182,99.5827932254882,101.807594926988,99.7230344169609,102.704246806271,99.6550072500489,100.645633975916,102.667193367473,101.821101448687,102.316244951501,99.8861189107483,103.13976854343,103.287144951031,103.694102496162,99.8870311892925,101.338855585173,100.098876105308,102.560102352809,102.055926397519,102.32274988132,103.039619187025,100.494483825574,103.164757373766,103.221138807861,103.440654623815,0,101.986653161559,102.349567909956,102.028183015667,101.734882487946,100.963908747413,102.448360848694,103.334857711203,105.382797064213,101.873485026979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7","10",1,1,2,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,4,4,2,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2,-1,-1,-1,-1,-1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,3,2,2,3,2,2,3,2,3,3,2,2,2,2,2,4,4,4,4,5,4,4,4,5,5,5,5,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,-1,1,2,1,1,1,1,1,1,0,0,2,10,10,75,80,2,3,3,89,13,4,"03082016",8,3,2016,60,8,1,3,1,1,0,0,0,124,1,0,0,0,1,0,0,0,0,1,1,0,1,0,4,"1",2,"2",99.831087350927,102.184328025539,101.519544585277,99.0325402364273,102.082384416147,98.5175762483292,101.336008927829,101.160099217065,99.9842682682401,101.678974671092,101.803105721902,102.24455689358,102.642351630319,103.067241772557,103.318227427074,101.67039440855,104.03580171182,99.5827932254882,101.807594926988,99.7230344169609,102.704246806271,99.6550072500489,100.645633975916,102.667193367473,101.821101448687,102.316244951501,99.8861189107483,103.13976854343,103.287144951031,0,99.8870311892925,101.338855585173,100.098876105308,102.560102352809,102.055926397519,102.32274988132,103.039619187025,100.494483825574,103.164757373766,103.221138807861,103.440654623815,103.277971686035,101.986653161559,102.349567909956,102.028183015667,101.734882487946,100.963908747413,102.448360848694,103.334857711203,105.382797064213,101.873485026979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8","12",1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,3,2,1,2,1,1,2,4,4,4,2,1,2,2,1,2,1,1,2,1,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,3,1,3,3,2,3,3,1,1,1,1,2,1,1,1,1,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,5,4,5,5,5,5,5,4,5,4,4,4,2,-1,2,-1,2,-1,2,-1,1,2,1,2,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,2,-1,1,1,2,-1,0,0,5,9,15,80,80,2,3,3,96,34,31,"04212016",21,4,2016,70,8,2,8,0,2,0,0,0,124,2,0,0,0,0,0,0,0,2,0,0,0,0,2,4,"1",2,"2",99.831087350927,102.184328025539,101.519544585277,99.0325402364273,102.082384416147,98.5175762483292,101.336008927829,101.160099217065,99.9842682682401,101.678974671092,101.803105721902,102.24455689358,102.642351630319,0,103.318227427074,101.67039440855,104.03580171182,99.5827932254882,101.807594926988,99.7230344169609,102.704246806271,99.6550072500489,100.645633975916,102.667193367473,101.821101448687,102.316244951501,99.8861189107483,103.13976854343,103.287144951031,103.694102496162,99.8870311892925,101.338855585173,100.098876105308,102.560102352809,102.055926397519,102.32274988132,103.039619187025,100.494483825574,103.164757373766,103.221138807861,103.440654623815,103.277971686035,101.986653161559,102.349567909956,102.028183015667,101.734882487946,100.963908747413,102.448360848694,103.334857711203,105.382797064213,101.873485026979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9","13",1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,3,2,2,2,2,2,1,4,4,3,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,-1,-1,-1,-1,-1,2,1,1,2,1,1,2,1,3,2,3,3,3,1,2,1,1,2,1,2,1,1,2,1,1,2,1,3,3,3,3,3,1,3,3,3,3,3,2,2,4,3,5,4,5,5,5,4,5,4,4,5,1,2,1,2,2,-1,2,-1,1,1,1,1,1,2,1,1,1,2,1,1,2,-1,1,1,2,-1,1,1,2,-1,1,1,2,-1,0,0,0,13,30,30,50,1,3,3,95,108,83,"02292016",29,2,2016,70,8,28,22,0,28,0,0,0,124,28,0,0,0,22,0,0,0,0,0,28,0,0,3,4,"1",2,"1",99.831087350927,102.184328025539,0,99.0325402364273,102.082384416147,98.5175762483292,101.336008927829,101.160099217065,99.9842682682401,101.678974671092,101.803105721902,102.24455689358,102.642351630319,103.067241772557,103.318227427074,101.67039440855,104.03580171182,99.5827932254882,101.807594926988,99.7230344169609,102.704246806271,99.6550072500489,100.645633975916,102.667193367473,101.821101448687,102.316244951501,99.8861189107483,103.13976854343,103.287144951031,103.694102496162,99.8870311892925,101.338855585173,100.098876105308,102.560102352809,102.055926397519,102.32274988132,103.039619187025,100.494483825574,103.164757373766,103.221138807861,103.440654623815,103.277971686035,101.986653161559,102.349567909956,102.028183015667,101.734882487946,100.963908747413,102.448360848694,103.334857711203,105.382797064213,101.873485026979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
