"","schid","c0110","c0112","c0114","c0116","c0120","c0122","c0124","c0126","c0128","c0130","c0132","c0134","c0136","c0138","c0140","c0141","c0142","c0143","c0144","c0146","c0148","c0150","c0152","c0154","c0156","c0158","c0160","c0162","c0164","c0166","c0168","c0169","c0170","c0171","c0172","c0173","c0174","c0176","c0178","c0180","c0182","c0184","c0186","c0188","c0190","c0192","c0194","c0196","c0198","c0200","c0202","c0204","c0206","c0208","c0210","c0212","c0214","c0216","c0218","c0220","c0222","c0224","c0226","c0228","c0230","c0244","c0246","c0248","c0250","c0252","c0254","c0256","c0258","c0260","c0262","c0264","c0266","c0268","c0270","c0272","c0274","c0276","c0280","c0282","c0284","c0286","c0288","c0290","c0292","c0294","c0296","c0298","c0300","c0302","c0304","c0306","c0308","c0374","c0376","c0378","c0380","c0382","c0384","c0386","c0388","c0390","c0392","c0394","c0396","c0398","c0400","c0402","c0404","c0406","c0408","c0410","c0412","c0414","c0416","c0418","c0420","c0422","c0424","c0426","c0428","c0430","c0432","c0434","c0436","c0438","c0440","c0442","c0444","c0446","c0448","c0450","c0452","c0454","c0456","c0508","c0510","c0512","c0514","c0516","c0518","c0520","c0526","c0528","c0532","c0534","c0536","c0538","c0560","c0562","c0568","c0570","c0572","c0578","c0578_dd","c0578_mm","year","c0580","crisis","distot","incid","incpol","othact","outsus","probwk","removl","strata","stuoff","svinc","svpol","transf","vioinc","viopol","disfire08","disweap08","disdrug08","disalc08","disatt08","disins08","ganghate","disrupt","sec_ft","sec_pt","fr_catmn","fr_lvel","fr_size","fr_urban","finalwgt","repwgt1","repwgt2","repwgt3","repwgt4","repwgt5","repwgt6","repwgt7","repwgt8","repwgt9","repwgt10","repwgt11","repwgt12","repwgt13","repwgt14","repwgt15","repwgt16","repwgt17","repwgt18","repwgt19","repwgt20","repwgt21","repwgt22","repwgt23","repwgt24","repwgt25","repwgt26","repwgt27","repwgt28","repwgt29","repwgt30","repwgt31","repwgt32","repwgt33","repwgt34","repwgt35","repwgt36","repwgt37","repwgt38","repwgt39","repwgt40","repwgt41","repwgt42","repwgt43","repwgt44","repwgt45","repwgt46","repwgt47","repwgt48","repwgt49","repwgt50","ic0110","ic0112","ic0114","ic0116","ic0120","ic0122","ic0124","ic0126","ic0128","ic0130","ic0132","ic0134","ic0136","ic0138","ic0140","ic0141","ic0142","ic0143","ic0144","ic0146","ic0148","ic0150","ic0152","ic0154","ic0156","ic0158","ic0160","ic0162","ic0164","ic0166","ic0168","ic0169","ic0170","ic0171","ic0172","ic0173","ic0174","ic0176","ic0178","ic0180","ic0182","ic0184","ic0186","ic0188","ic0190","ic0192","ic0194","ic0196","ic0198","ic0200","ic0202","ic0204","ic0206","ic0208","ic0210","ic0212","ic0214","ic0216","ic0218","ic0220","ic0222","ic0224","ic0226","ic0228","ic0230","ic0244","ic0246","ic0248","ic0250","ic0252","ic0254","ic0256","ic0258","ic0260","ic0262","ic0264","ic0266","ic0268","ic0270","ic0272","ic0274","ic0276","ic0280","ic0282","ic0284","ic0286","ic0288","ic0290","ic0292","ic0294","ic0296","ic0298","ic0300","ic0302","ic0304","ic0306","ic0308","ic0374","ic0376","ic0378","ic0380","ic0382","ic0384","ic0386","ic0388","ic0390","ic0392","ic0394","ic0396","ic0398","ic0400","ic0402","ic0404","ic0406","ic0408","ic0410","ic0412","ic0414","ic0416","ic0418","ic0420","ic0422","ic0424","ic0426","ic0428","ic0430","ic0432","ic0434","ic0436","ic0438","ic0440","ic0442","ic0444","ic0446","ic0448","ic0450","ic0452","ic0454","ic0456","ic0508","ic0510","ic0512","ic0514","ic0516","ic0518","ic0520","ic0526","ic0528","ic0532","ic0534","ic0536","ic0538","ic0540","ic0542","ic0544","ic0546","ic0556","ic0558","ic0560","ic0562","ic0568","ic0570","ic0572"
"2096","2856",1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,2,1,1,1,1,1,2,1,1,1,2,2,4,4,3,1,2,2,2,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,2,1,2,1,2,2,2,3,2,2,3,3,2,2,2,2,2,2,2,4,5,5,2,5,5,1,2,1,2,1,2,1,2,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,2,-1,5,0,0,0,5,0,0,13,35,30,70,70,8,4,3,95,78,67,"03032008",3,3,2008,25,6,10,23,10,7,3,3,0,232,10,0,0,0,12,0,0,3,0,0,2,5,0,0,-1,-1,2,2,3,2,13.6887672296803,14.0504795281289,13.9619798167487,13.9299459269835,13.9803757888479,13.9585177190722,14.0365756724251,13.8926348478589,13.8223596279631,14.1086312122973,14.0810557929256,13.9782811452321,14.0786068967395,0,14.0059803923513,13.8430007209481,13.8788991852151,14.0055810939364,14.0898528083701,13.8794969139222,14.1212833906061,14.0037846261727,13.9714698485389,13.9703061692737,13.9963252310587,14.0484640946878,14.070588681643,13.9135656588253,14.0677627209761,13.8679932667119,13.8778941849036,13.9795810704356,13.9211741906129,13.9567477110877,14.0183668465767,13.9454319849899,14.0102789230166,13.8585242784464,13.8158962811539,13.8324075535586,13.8055885911753,13.8753142704196,13.9577769237174,14.134925760391,14.1379484744969,14.0843448133186,13.9718845654492,13.7913904620728,13.7612296665956,14.008894105519,13.9046870255037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2097","2857",1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,4,4,4,1,1,1,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,2,2,3,3,2,2,3,3,3,3,2,2,5,3,4,4,5,5,5,5,2,-1,1,1,1,2,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,2,-1,31,0,0,24,7,0,0,20,10,5,75,95,5,2,2,92,53,32,"02282008",28,2,2008,32,5,60,70,18,10,50,0,0,241,60,2,2,0,60,10,0,2,0,4,23,31,0,0,4,0,4,2,4,1,11.8705920297652,12.0602613310092,11.9389486909258,11.9176958162758,11.8575873036142,12.2421988825667,12.2426391100146,12.0764215510491,12.1704348906552,12.1187175061975,12.0689947479531,12.003184777672,11.9674630153045,12.1635663651271,12.1417133078027,12.0936078897101,12.2105399743259,0,12.047688222544,11.9656041040061,12.1789343509093,12.0624393589161,12.0953104786798,12.0393661304252,12.1470576664536,12.1709487162147,12.1276766993237,12.0746468850402,11.9305799692078,12.0696391921372,12.1428506644913,12.1447924256618,12.0072602568208,12.2549534936382,12.1274338007172,12.2279570464403,12.2967160119697,12.2694802690208,12.2212052996829,12.2985974968789,12.1168952089339,12.0129750830159,12.036616638423,12.0626344028826,12.2735790088574,12.0790486056379,12.1239295972559,12.2299084766171,11.9353448538181,12.1829268626625,12.3136234052536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0
"2098","2859",1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,3,4,2,1,2,1,1,1,1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,1,2,1,2,3,2,3,3,1,3,3,3,3,1,2,2,3,2,4,4,4,3,4,5,1,2,1,2,1,1,2,-1,1,1,1,2,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,51,0,0,0,51,0,2,1,13,10,50,90,3,2,3,94,33,30,"03172008",17,3,2008,75,8,188,208,4,153,35,1,0,233,188,0,0,0,205,3,0,0,0,0,137,51,0,3,-1,-1,3,2,3,3,17.1781520730031,17.6631072135031,17.6489329185867,17.451605756483,17.4636395795601,17.4086785002467,16.8344597298675,17.5837796930404,17.688140667415,17.7400004720836,17.0965587385171,17.5260383550457,17.5702255619177,17.4810437388788,17.8792175467711,17.4747317477662,17.7016558340177,17.6457381614321,17.3169420627901,17.6037186048351,17.8309706451799,17.5548110680774,17.6626249287597,0,17.7145450675488,17.3207824437129,17.6367398000263,17.4242728387358,17.6249731040214,17.8260201583769,17.6519823251896,17.3722357202439,17.6123432115349,17.5870315858184,17.5346206487762,17.5548655941638,17.5696025829089,17.5017564904835,17.6355243731111,17.5978899203414,17.6193694965205,17.6035539075096,17.4927045396696,17.6201142673332,17.3518864595171,17.4707119228211,16.9417040491501,17.4159879471666,17.1879928765133,17.5529504140338,17.5292613354021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,0,0,0,0
"2099","2860",1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,5,4,4,4,5,4,5,5,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,1,2,2,-1,2,-1,2,-1,2,-1,2,-1,1,2,1,2,2,-1,5,0,0,0,4,0,0,24,17,10,70,97,6,3,3,97,50,40,"03032008",3,3,2008,30,8,9,12,1,9,0,0,0,132,11,0,0,0,8,0,0,0,0,0,5,4,0,2,1,3,4,1,3,2,66.5847156248977,68.556289335241,68.2141154886405,67.8511775432921,68.8440559861005,68.4896840904296,67.8562097381365,67.9936513843404,68.0161306829526,67.1556084230089,67.9165264078229,67.9703439116948,67.4568534229268,67.3279159655656,68.4678008539708,67.9390352257529,68.0987589643678,67.7429310975533,67.2215693879027,67.3177955778105,66.8159545892459,67.5914847505616,67.9743462837462,67.9712038729133,67.8111524127206,67.6374266245514,67.6502879140251,68.2937103426749,68.5047696703209,67.7313999830008,68.5018608724285,67.6780386664633,68.0812999764569,68.0576681519098,68.1566100831303,68.3633142137901,67.8384016413879,68.327180953457,68.5560145429563,67.9688663121296,68.5314287948206,68.4449081468812,68.0044964256015,67.2445836864223,67.4746125959364,67.1592090806161,67.8298259679772,68.0906751054144,68.0121044509539,0,67.9851168629187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2100","2863",1,1,1,2,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,3,2,2,2,1,2,1,1,2,1,2,2,2,2,5,5,3,2,5,2,5,5,1,1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,124,0,0,20,76,425,35,5,12,25,74,79,5,4,3,92,105,100,"05232008",23,5,2008,35,8,420,133,99,79,174,2,133,342,407,0,0,34,85,85,0,17,32,13,262,96,0,5,4,1,3,3,4,2,9.79733927619163,9.91323564224706,10.0332511867761,9.93816646945375,9.83999124784745,9.92492080389421,10.0034435047078,9.91805747218076,0,9.95674107320862,10.0733013937783,10.0893612270992,9.93176154013299,10.102986820001,10.0180358609081,9.96120894849276,10.0268993585396,10.0164329980413,10.0105414923737,9.90106013189309,10.0188464283908,9.93920766227903,10.1165413551997,10.0436533030601,10.112196438841,10.1804862076742,10.1392075387381,10.0578560473594,10.0479741000847,10.0638923103421,10.0313091530678,9.98349779939586,9.84351510270592,9.92281584729498,9.96675829323651,10.005832942243,10.0416547599914,9.99956072658139,9.86558280223496,9.93608902478768,10.019671266276,9.92278992614134,10.0213838072784,9.97896150406032,10.0486780577888,9.99045163491943,9.93872663742161,10.0404964811376,9.93292473800804,9.96698396171021,9.95761299067231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2101","2864",1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,2,-1,1,1,1,1,1,1,1,2,2,2,2,1,4,3,3,1,1,1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,1,3,2,3,2,2,3,3,2,3,3,2,3,3,2,2,5,4,4,5,4,4,5,5,2,-1,2,-1,2,-1,1,1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,0,0,0,0,0,0,0,23,10,20,40,70,0,1,1,94,207,207,"04142008",14,4,2008,60,6,0,3,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,-1,4,1,2,3,80.3865012163648,0,81.9424911668677,81.6170979933919,82.3570422588489,81.1894299255957,82.3627928402279,80.9917505522266,82.3925259954044,81.6461122046034,82.0430239991277,82.678268976816,81.4440351902886,81.3519501720002,82.4867973633869,82.3603760180225,83.2409731949932,81.1891257188304,82.8544856450679,83.9297871139262,83.176755457418,83.6836057648053,80.4592951656002,82.9410774108531,82.4886847738315,82.8221440826422,83.8216162216672,82.8828428001684,80.5653226885521,81.0167712627998,81.5663204712865,82.2318911215415,81.1910117768719,79.3386436917752,81.8711057751274,81.237089847676,82.3492049800418,82.1912893983662,82.1416645900016,81.9116968458559,82.4379222107974,81.9505025078629,82.3890699847404,81.7748230624881,81.7646397621281,81.4869605125229,82.1900545549336,82.9648636109322,82.7596874630972,82.0336919049341,79.750021783949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2102","2865",1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,2,1,1,2,-1,2,-1,2,-1,2,-1,2,2,2,-1,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,5,4,4,4,4,4,5,5,1,1,1,1,1,2,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,0,0,0,0,0,1,0,0,30,0,15,50,7,2,2,95,5,4,"05282008",28,5,2008,55,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,4,3,4,1,9.09879530757181,9.36661923695413,9.1965247137886,9.33265846647138,9.28854731318238,9.29274800043801,9.30744846015129,9.31120682177439,9.36354164369843,9.28869077060215,9.28416255298913,9.33219941026661,9.29942380838082,9.28763560038697,9.33081628774611,9.31992697951354,9.22096947143775,9.28372586669144,9.29736131176354,9.32171506995082,9.24151646774279,9.36822466862771,9.21473870582404,9.18897972344424,9.22107014432722,9.24850905457853,9.24538708919372,9.29186180249785,9.33739045334542,9.27475136400436,9.3328711206209,9.2480268076903,9.28749810312321,9.24183511886651,9.20514824330258,0,9.29313245896442,9.23996073897693,9.25491704896224,9.31523411504462,9.23884144351266,9.2421470300027,9.25846269986132,9.26857428275016,9.16581231735766,9.21017943035087,9.36659448993305,9.30656759607373,9.32468782125235,9.43824071920625,9.34089439545205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,0,0,0,0
"2103","2866",1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,4,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,3,3,3,3,2,3,3,3,3,2,2,4,2,5,4,4,4,5,5,1,2,1,2,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,4,0,1,0,2,0,1,19,17,7,75,75,5,4,3,95,150,165,"03052008",5,3,2008,35,8,3,2,2,2,0,1,0,231,4,0,0,1,1,1,0,0,0,0,0,3,0,2,1,2,3,2,3,1,15.919842993659,16.4369039022264,16.100283250715,15.9629842372726,15.9354415035812,16.2759546723967,16.2617972208783,16.0959098242389,16.345673628408,16.1481538806357,0,16.226805914074,16.0576768840509,16.2987222236506,16.3395422389893,16.1553872102647,16.1549564844767,16.4194253973579,16.2895321804145,16.1039401035237,16.2989603938277,16.2186453188386,16.2305406166861,16.2223680007588,16.3965015580074,16.2158647567953,16.3591010302732,16.2192847106552,16.3177464665948,16.2780958826723,16.1748993199828,16.3680583931485,16.2861044245153,16.2015131224206,16.3087124035615,16.3255463390569,16.344545620583,16.2398724163003,16.2090788747061,16.4514332435904,16.2425419099828,16.2306383904668,16.1313750971285,16.1638677619467,16.3276465692998,16.2728071797368,16.1290033967235,16.2771858154154,16.1756351279539,16.3307285152555,16.3050522805893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2104","2867",1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,2,2,3,4,4,1,1,2,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,2,1,3,2,2,3,3,1,2,3,1,2,2,2,2,4,3,4,4,5,4,5,5,1,2,1,2,2,-1,2,-1,1,2,1,1,2,-1,1,1,1,1,1,1,1,2,1,1,2,-1,1,1,2,-1,1,1,1,1,1,0,0,0,2,0,0,1,1,13,75,96,8,3,3,91,25,19,"03102008",10,3,2008,110,6,2,4,0,2,0,0,0,213,1,0,0,0,0,0,0,0,0,0,0,2,0,0,-1,-1,2,2,1,3,22.5131310699096,22.9343736187521,22.7521155041926,22.8232748914311,22.8388800252773,22.6415055146602,22.9724180565426,22.9395394145918,22.8380030873527,23.1319350987957,23.5251928932,23.0089278695312,22.8665009306315,23.0334221449447,23.0218010287364,22.8836446540986,23.1719582108847,22.8154668716347,23.1292692645505,22.8202075083105,22.7624190089727,22.80877418291,23.2011814279427,22.775728138553,23.1732873623422,22.550641404467,22.9413099107504,22.8233158286257,22.9650322446909,0,23.264106104445,22.9163144592833,23.092222697916,23.1308549314687,22.8792346450734,23.2448707016204,23.4762361392786,23.100304984374,22.6499515058578,23.3090383693292,23.1030006943557,23.0601516646944,23.1897181898566,23.0713433650479,22.8604938836711,22.7282738096258,23.0735837476263,22.8098483977936,22.5616483503292,22.7884237046599,23.1954755254784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2105","2868",1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,2,1,1,4,1,1,2,1,1,1,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,1,2,3,3,3,3,2,3,3,2,3,3,3,3,2,2,4,2,4,4,3,2,4,5,1,1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,2,-1,2,-1,2,-1,1,1,1,1,1,1,76,1,4,0,71,2,7,67,3,21,60,50,4,1,1,95,10,12,"03072008",7,3,2008,68,7,111,16,5,104,0,2,2,232,111,1,1,5,13,3,1,2,0,0,32,76,0,0,-1,-1,4,2,3,2,16.0173887782248,16.4878005925888,16.4586499861311,16.4730161497756,16.4864209361957,16.3302720974521,16.3723935820577,16.379463349527,16.403896341013,16.395226781515,16.550868200867,16.4175575271093,16.2523721066378,16.3581030692838,16.422951537468,16.2632529949077,16.2163888296122,16.4300691566948,16.3917200373854,16.3840829397814,16.3388148583031,16.3598595143154,16.2577352759505,0,16.2195963483082,16.2229888981085,16.412371067595,16.3867173888811,16.4853887302452,16.4096922464442,16.2910991626615,16.3296477942932,16.3345430280008,16.3137027010875,16.3262712489977,16.2430147616205,16.3613301333327,16.2750862771632,16.2469430806607,16.1235407856287,16.4206099985462,16.331980726629,16.2829270938662,16.3210548166556,16.3503647213717,16.2342212092959,16.2385929482701,16.4319070471576,16.4503183962653,16.3441410092032,16.1028586663593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
