"","schid","c0110","c0112","c0114","c0116","c0120","c0122","c0124","c0126","c0128","c0130","c0132","c0134","c0136","c0138","c0140","c0141","c0142","c0143","c0144","c0146","c0148","c0150","c0152","c0154","c0156","c0158","c0160","c0162","c0164","c0166","c0168","c0169","c0170","c0171","c0172","c0173","c0174","c0176","c0178","c0180","c0182","c0184","c0186","c0188","c0190","c0192","c0194","c0196","c0198","c0200","c0202","c0204","c0206","c0208","c0210","c0212","c0214","c0216","c0218","c0220","c0222","c0224","c0226","c0228","c0230","c0244","c0246","c0248","c0250","c0252","c0254","c0256","c0258","c0260","c0262","c0264","c0266","c0268","c0270","c0272","c0274","c0276","c0280","c0282","c0284","c0286","c0288","c0290","c0292","c0294","c0296","c0298","c0300","c0302","c0304","c0306","c0308","c0374","c0376","c0378","c0380","c0382","c0384","c0386","c0388","c0390","c0392","c0394","c0396","c0398","c0400","c0402","c0404","c0406","c0408","c0410","c0412","c0414","c0416","c0418","c0420","c0422","c0424","c0426","c0428","c0430","c0432","c0434","c0436","c0438","c0440","c0442","c0444","c0446","c0448","c0450","c0452","c0454","c0456","c0508","c0510","c0512","c0514","c0516","c0518","c0520","c0526","c0528","c0532","c0534","c0536","c0538","c0560","c0562","c0568","c0570","c0572","c0578","c0578_dd","c0578_mm","year","c0580","crisis","distot","incid","incpol","othact","outsus","probwk","removl","strata","stuoff","svinc","svpol","transf","vioinc","viopol","disfire08","disweap08","disdrug08","disalc08","disatt08","disins08","ganghate","disrupt","sec_ft","sec_pt","fr_catmn","fr_lvel","fr_size","fr_urban","finalwgt","repwgt1","repwgt2","repwgt3","repwgt4","repwgt5","repwgt6","repwgt7","repwgt8","repwgt9","repwgt10","repwgt11","repwgt12","repwgt13","repwgt14","repwgt15","repwgt16","repwgt17","repwgt18","repwgt19","repwgt20","repwgt21","repwgt22","repwgt23","repwgt24","repwgt25","repwgt26","repwgt27","repwgt28","repwgt29","repwgt30","repwgt31","repwgt32","repwgt33","repwgt34","repwgt35","repwgt36","repwgt37","repwgt38","repwgt39","repwgt40","repwgt41","repwgt42","repwgt43","repwgt44","repwgt45","repwgt46","repwgt47","repwgt48","repwgt49","repwgt50","ic0110","ic0112","ic0114","ic0116","ic0120","ic0122","ic0124","ic0126","ic0128","ic0130","ic0132","ic0134","ic0136","ic0138","ic0140","ic0141","ic0142","ic0143","ic0144","ic0146","ic0148","ic0150","ic0152","ic0154","ic0156","ic0158","ic0160","ic0162","ic0164","ic0166","ic0168","ic0169","ic0170","ic0171","ic0172","ic0173","ic0174","ic0176","ic0178","ic0180","ic0182","ic0184","ic0186","ic0188","ic0190","ic0192","ic0194","ic0196","ic0198","ic0200","ic0202","ic0204","ic0206","ic0208","ic0210","ic0212","ic0214","ic0216","ic0218","ic0220","ic0222","ic0224","ic0226","ic0228","ic0230","ic0244","ic0246","ic0248","ic0250","ic0252","ic0254","ic0256","ic0258","ic0260","ic0262","ic0264","ic0266","ic0268","ic0270","ic0272","ic0274","ic0276","ic0280","ic0282","ic0284","ic0286","ic0288","ic0290","ic0292","ic0294","ic0296","ic0298","ic0300","ic0302","ic0304","ic0306","ic0308","ic0374","ic0376","ic0378","ic0380","ic0382","ic0384","ic0386","ic0388","ic0390","ic0392","ic0394","ic0396","ic0398","ic0400","ic0402","ic0404","ic0406","ic0408","ic0410","ic0412","ic0414","ic0416","ic0418","ic0420","ic0422","ic0424","ic0426","ic0428","ic0430","ic0432","ic0434","ic0436","ic0438","ic0440","ic0442","ic0444","ic0446","ic0448","ic0450","ic0452","ic0454","ic0456","ic0508","ic0510","ic0512","ic0514","ic0516","ic0518","ic0520","ic0526","ic0528","ic0532","ic0534","ic0536","ic0538","ic0540","ic0542","ic0544","ic0546","ic0556","ic0558","ic0560","ic0562","ic0568","ic0570","ic0572"
"652","902",1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,1,2,-1,1,2,1,2,2,-1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,3,2,3,3,3,3,3,3,2,3,1,3,3,2,2,4,2,3,4,5,4,4,5,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,2,2,-1,1,1,1,1,1,1,1,1,17,0,0,0,17,0,5,8,22,5,75,60,7,2,3,95,53,62,"02292008",29,2,2008,31,5,65,60,60,62,3,1,0,343,65,0,0,0,31,31,0,3,0,0,45,17,1,4,2,0,2,3,4,3,9.5052505603572,9.64168444520603,9.55611225969607,9.64038038668001,9.58722194966844,9.70650250953803,9.70667507969181,9.77842717443388,9.51462022046522,9.56756207530239,9.58593781554948,9.60907460146207,9.65956882697524,9.60706389164523,9.56561717825562,9.49734125546998,9.59724869500885,9.74440422993654,9.82916517982934,9.69453771729685,9.73702742463464,9.67417261620802,9.84706702091488,9.70887803130045,9.85925695477863,9.7674902722103,9.65807257198587,9.81928430206703,0,9.85759874840274,9.87175085272078,9.88700777668635,9.85887334889668,9.79208952039935,9.87851441951398,9.83527854839184,9.61820050383626,9.71854465594874,9.67388313089165,9.74594564012344,9.67177524942892,9.73874494204886,9.69416993722105,9.63433242522601,9.61401987602795,9.5165984505559,9.7577611947438,9.66356534104122,9.58462766088926,9.65997060158831,9.7912545088253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"653","903",1,1,1,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,1,2,-1,1,1,1,1,1,2,2,-1,2,1,1,1,1,1,2,1,2,1,2,2,3,4,4,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,4,4,4,4,4,4,4,5,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,10,13,2,10,5,70,80,6,3,3,98,1438,286,"04082008",8,4,2008,75,4,22,68,45,0,9,0,10,344,63,0,0,3,25,13,0,0,11,11,0,0,0,4,2,1,3,3,4,4,9.31107812315784,9.54284505172735,9.46431089787534,9.42509231835229,9.44990389011385,9.54406419072456,9.51198206139401,9.68003641165064,9.38576502707503,9.47072996918038,9.38260682393764,9.45113600917026,9.40688128543412,9.40536036955204,9.46044519057217,9.3847643674814,9.40903142415313,9.5758778789538,0,9.53286533927749,9.4367999975133,9.43211089987117,9.39467547747091,9.48094383605254,9.4341217876694,9.47437758046766,9.5286886635272,9.56078826253541,9.47485602760274,9.4720079786168,9.44418153319492,9.54593424398223,9.37263031466537,9.45896055224016,9.46697700864114,9.45736021373438,9.47134526104254,9.60603644367382,9.58363094603376,9.56573966070243,9.54149057625052,9.56865905049058,9.72357343102192,9.62550749256517,9.54774804570885,9.50912347116683,9.59689513535292,9.5995247294307,9.53368598354851,9.49322833395054,9.61280460277047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"654","904",1,1,1,2,2,1,2,2,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,1,3,3,3,3,3,3,3,2,2,3,2,3,2,2,2,5,4,4,5,5,4,5,5,2,-1,1,2,1,2,2,-1,2,-1,1,2,2,-1,1,2,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,3,0,0,0,3,0,0,10,20,1,92,85,5,3,3,95,10,3,"04102008",10,4,2008,NA,8,3,15,15,3,0,0,0,332,3,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,3,3,3,2,16.7289070818014,17.0417563727581,17.2721915714909,17.2691271777904,17.3359267600643,16.9909285447379,17.20120784945,17.0606467087063,17.2616447079174,17.1136986619878,17.3393817610655,17.1442845730109,17.0801485347038,16.8217579183187,17.1393024562737,17.2667991725844,17.2678445250196,17.1126470842856,16.8732097347888,16.9075766409584,16.8147181826301,17.0048824905673,17.0962571166057,17.0645201589434,17.145324080682,17.1214473177029,17.2135848181738,17.2797451857292,17.2841876797219,0,16.9102665151593,17.1904185221388,16.9239880782924,16.8029719443078,17.0507022418334,17.0279546636168,17.0571438302738,17.1147254145582,16.835079399001,16.7055467634389,17.205356685898,16.8888019968969,16.9045474161314,16.7395515825601,17.1447284983078,17.1234726591793,16.8535019792437,17.2105282517039,17.0567687081131,17.1776259473745,16.9342691106185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"655","905",1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,2,-1,1,1,2,-1,1,1,2,2,1,-1,2,1,1,1,1,1,2,1,2,1,1,2,4,4,4,4,1,2,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,1,3,2,3,3,3,3,3,3,3,3,2,3,3,2,2,5,4,5,4,5,5,5,5,1,2,1,2,1,1,2,-1,1,2,1,1,2,-1,1,2,2,-1,1,1,2,-1,1,1,2,-1,1,1,2,-1,1,1,1,1,0,0,0,0,0,0,1,6,17,3,95,100,4,3,3,95,15,5,"03182008",18,3,2008,15,3,0,1,1,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,3,1,3,2,66.5847156248977,68.556289335241,68.2141154886405,67.8511775432921,68.8440559861005,68.4896840904296,67.8562097381365,67.9936513843404,68.0161306829526,67.1556084230089,67.9165264078229,67.9703439116948,67.4568534229268,67.3279159655656,68.4678008539708,67.9390352257529,68.0987589643678,67.7429310975533,67.2215693879027,67.3177955778105,66.8159545892459,67.5914847505616,67.9743462837462,0,67.8111524127206,67.6374266245514,67.6502879140251,68.2937103426749,68.5047696703209,67.7313999830008,68.5018608724285,67.6780386664633,68.0812999764569,68.0576681519098,68.1566100831303,68.3633142137901,67.8384016413879,68.327180953457,68.5560145429563,67.9688663121296,68.5314287948206,68.4449081468812,68.0044964256015,67.2445836864223,67.4746125959364,67.1592090806161,67.8298259679772,68.0906751054144,68.0121044509539,68.4668219656567,67.9851168629187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,10,0,0,0,0,0
"656","906",1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,2,2,4,4,4,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,5,4,5,4,5,5,5,5,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,23,0,0,0,23,0,0,1,15,10,90,90,8,3,3,96,75,28,"03172008",17,3,2008,55,8,31,16,0,31,0,0,0,242,31,1,0,0,16,0,0,0,0,0,8,23,0,1,1,0,1,2,4,2,13.7737891076075,13.9283524588702,14.1432503686943,14.0923779141577,13.9923621579073,14.1299818987855,14.1674508893201,13.9334280123771,14.2313341486835,14.116943385225,14.0847061535769,13.9424446779134,13.971743340164,14.422527189596,14.1061336669524,13.9812741752824,14.174457463925,13.9172658747049,14.0616469717804,13.9412047297774,14.2857595677791,14.0070735802361,14.0686154659942,13.9842257838433,13.9104447275809,14.2335641403985,14.073192412734,13.9114630829804,13.8390742687448,14.0020477591597,14.0922942359697,13.883535210125,13.6319039277796,0,13.9681058313975,14.0704540463159,14.2769134410588,14.1258014288323,14.0452940700008,13.95643100456,14.0747098861987,13.8561619561081,13.9953056572973,14.1790591141145,14.317108104925,13.9936753906984,14.0811894154604,14.163456997318,13.9807130647817,14.0472072809683,14.1325328013191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
"657","907",1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,4,4,3,1,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,3,3,3,2,3,2,2,3,2,3,3,2,2,4,3,4,5,5,4,5,5,1,1,1,1,2,-1,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,4,0,0,0,4,1,0,0,11,10,70,65,7,3,3,96,8,3,"03122008",12,3,2008,30,8,9,11,7,4,4,0,1,214,9,2,2,0,7,5,0,1,0,0,4,4,0,0,1,1,2,2,1,4,40.1071734815922,40.3245565122334,40.8054394070127,41.2085895646547,39.9480739890723,41.7486307896711,40.7485195047235,39.4683644444701,41.107069530968,40.3968449752051,40.542176340973,0,40.4838269245982,41.001675729373,40.9936891387649,41.0686160703555,40.8724596236938,40.7281884534081,40.1909975649608,40.4020408152319,41.0578716678081,40.7573055891208,40.9166299117757,40.5935028062859,41.1275334827074,40.4860806136535,42.0024059813967,40.5300624109079,42.151840095826,42.2406353273547,39.5298633480022,39.6603921426289,41.6118144793084,41.6783296078392,40.4341532797304,40.493659060537,41.3997048927305,41.4303140687126,40.9294543599265,41.1252484001989,41.4080039862617,41.3788222803866,41.9402290691531,41.1823963039833,41.3555936170825,41.5665227403524,41.5957167044961,40.3305653762254,40.7466264627658,40.7506002407774,41.179788141797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"658","908",1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,-1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,3,3,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,3,3,2,3,3,3,3,1,3,3,3,3,3,2,2,4,4,4,4,5,4,5,5,1,2,1,2,1,2,1,2,1,2,1,1,2,-1,1,1,1,1,1,2,1,2,1,1,2,-1,1,1,1,1,1,1,1,2,100,0,0,5,43,0,0,1,10,10,65,78,6,3,3,94,15,13,"06192008",19,6,2008,80,4,48,7,5,43,5,0,0,232,100,0,0,0,0,0,0,0,0,0,0,48,0,3,2,1,3,2,3,2,16.0173887782248,16.4878005925888,16.4586499861311,16.4730161497756,16.4864209361957,16.3302720974521,16.3723935820577,16.379463349527,16.403896341013,16.395226781515,16.550868200867,16.4175575271093,16.2523721066378,16.3581030692838,16.422951537468,16.2632529949077,16.2163888296122,16.4300691566948,16.3917200373854,0,16.3388148583031,16.3598595143154,16.2577352759505,16.3166843951689,16.2195963483082,16.2229888981085,16.412371067595,16.3867173888811,16.4853887302452,16.4096922464442,16.2910991626615,16.3296477942932,16.3345430280008,16.3137027010875,16.3262712489977,16.2430147616205,16.3613301333327,16.2750862771632,16.2469430806607,16.1235407856287,16.4206099985462,16.331980726629,16.2829270938662,16.3210548166556,16.3503647213717,16.2342212092959,16.2385929482701,16.4319070471576,16.4503183962653,16.3441410092032,16.1028586663593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"659","909",1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2,4,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,4,4,5,4,5,5,2,-1,1,2,1,2,1,1,2,-1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,2,2,-1,2,-1,1,1,1,1,2,-1,70,0,0,0,70,0,0,1,7,5,93,80,8,4,3,95,60,28,"03112008",11,3,2008,90,8,85,19,0,72,13,0,0,342,85,0,0,0,10,0,0,2,3,1,9,70,0,0,2,1,3,3,4,2,9.79733927619163,9.91323564224706,10.0332511867761,9.93816646945375,9.83999124784745,9.92492080389421,10.0034435047078,9.91805747218076,0,9.95674107320862,10.0733013937783,10.0893612270992,9.93176154013299,10.102986820001,10.0180358609081,9.96120894849276,10.0268993585396,10.0164329980413,10.0105414923737,9.90106013189309,10.0188464283908,9.93920766227903,10.1165413551997,10.0436533030601,10.112196438841,10.1804862076742,10.1392075387381,10.0578560473594,10.0479741000847,10.0638923103421,10.0313091530678,9.98349779939586,9.84351510270592,9.92281584729498,9.96675829323651,10.005832942243,10.0416547599914,9.99956072658139,9.86558280223496,9.93608902478768,10.019671266276,9.92278992614134,10.0213838072784,9.97896150406032,10.0486780577888,9.99045163491943,9.93872663742161,10.0404964811376,9.93292473800804,9.96698396171021,9.95761299067231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0
"660","910",1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,-1,2,-1,2,-1,1,1,2,2,2,-1,2,1,1,1,1,1,1,1,1,2,2,2,4,4,3,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,2,1,3,2,3,3,3,3,3,1,2,3,3,3,3,2,2,2,1,2,4,5,4,5,5,2,-1,1,1,1,2,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,27,0,0,12,15,0,0,0,9,15,80,80,8,3,3,93,50,50,"03012008",1,3,2008,17,1,35,32,15,15,20,3,0,334,35,0,0,0,17,2,0,0,3,0,5,27,0,0,0,1,1,3,3,4,19.0748385057503,19.2749372187423,19.8433523210973,19.4745453112978,18.9705131352721,20.2022112131517,19.8175783634152,19.1310503060154,19.8807028393196,19.2484637684149,19.1547809150304,19.2319358348238,19.4759242587662,19.3255309742467,19.548391964205,19.5459793209368,19.4739249564348,19.446948223518,19.2308177857746,19.3588283394552,19.3938384246591,19.3138530659751,19.280094090111,19.4150905042339,19.2973720192736,18.9479920795891,19.7888779770252,18.9881460017537,20.0851614806883,0,18.5844447499408,18.8986437958768,19.5573791603337,19.7826203395144,19.2758130879878,19.2634982768097,19.6734340713886,19.7159985679455,19.3595952071202,19.2573062919921,19.6892569266616,19.438812835694,19.802072402042,19.6160015926135,19.7042371723698,19.7407964331645,19.5090357003617,19.4888677695953,19.547666415308,19.5598555909609,19.6627108913661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"661","911",1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,2,-1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,3,2,4,3,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,5,3,4,4,5,4,5,5,2,-1,2,-1,1,1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,1,2,10,0,0,0,10,0,4,1,8,10,90,90,8,3,3,96,25,20,"04072008",7,4,2008,30,6,14,41,3,14,0,0,0,241,14,0,0,0,35,0,0,0,0,0,4,10,0,0,1,0,3,2,4,1,11.8705920297652,12.0602613310092,11.9389486909258,11.9176958162758,11.8575873036142,12.2421988825667,12.2426391100146,12.0764215510491,12.1704348906552,12.1187175061975,12.0689947479531,12.003184777672,11.9674630153045,12.1635663651271,12.1417133078027,12.0936078897101,12.2105399743259,12.111295612299,12.047688222544,11.9656041040061,12.1789343509093,12.0624393589161,12.0953104786798,12.0393661304252,12.1470576664536,12.1709487162147,12.1276766993237,12.0746468850402,11.9305799692078,12.0696391921372,12.1428506644913,12.1447924256618,12.0072602568208,12.2549534936382,12.1274338007172,12.2279570464403,12.2967160119697,12.2694802690208,12.2212052996829,12.2985974968789,12.1168952089339,12.0129750830159,12.036616638423,12.0626344028826,12.2735790088574,12.0790486056379,12.1239295972559,12.2299084766171,11.9353448538181,12.1829268626625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
