"","schid","c0110","c0112","c0114","c0116","c0120","c0121","c0122","c0125","c0129","c0134","c0136","c0138","c0140","c0139","c0141","c0143","c0142","c0144","c0146","c0150","c0153","c0155","c0158","c0162","c0166","c0170","c0169","c0161","c0157","c0163","c0165","c0167","c0174","c0183","c0176","c0181","c0175","c0177","c0179","c0186","c0600","c0602","c0604","c0606","c0608","c0190","c0192","c0196","c0198","c0204","c0206","c0208","c0210","c0212","c0214","c0216","c0218","c0610","c0612","c0614","c0616","c0618","c0621","c0622","c0624","c0626","c0628","c0630","c0632","c0636","c0638","c0640","c0642","c0644","c0646","c0648","c0650","c0652","c0654","c0656","c0658","c0660","c0661","c0663","c0665","c0667","c0669","c0671","c0674","c0676","c0678","c0681","c0682","c0684","c0686","c0266","c0268","c0265","c0267","c0269","c0270","c0272","c0278","c0271","c0273","c0274","c0276","c0277","c0279","c0280","c0282","c0284","c0286","c0288","c0290","c0292","c0294","c0296","c0298","c0300","c0302","c0304","c0705","c0688","c0374","c0376","c0378","c0381","c0383","c0385","c0387","c0382","c0380","c0384","c0386","c0389","c0391","c0393","c0402","c0404","c0406","c0408","c0410","c0412","c0422","c0424","c0426","c0428","c0430","c0432","c0434","c0436","c0442","c0444","c0446","c0448","c0450","c0452","c0454","c0456","c0532","c0534","c0536","c0538","c0560","c0562","c0568","c0570","c0572","c0578","c0578_dd","c0578_mm","year","c0578_source","c0580","strata","crisis","disalc","disdrug","disfire","disweap","incid","incpol","nonvioinc","nonviopol","othact","outsus","probwk","sec_ft","sec_pt","stuoff","svinc","svpol","vioinc","viopol","fr_urban","fr_lvel","fr_size","finalwgt","repfwt1","repfwt2","repfwt3","repfwt4","repfwt5","repfwt6","repfwt7","repfwt8","repfwt9","repfwt10","repfwt11","repfwt12","repfwt13","repfwt14","repfwt15","repfwt16","repfwt17","repfwt18","repfwt19","repfwt20","repfwt21","repfwt22","repfwt23","repfwt24","repfwt25","repfwt26","repfwt27","repfwt28","repfwt29","repfwt30","repfwt31","repfwt32","repfwt33","repfwt34","repfwt35","repfwt36","repfwt37","repfwt38","repfwt39","repfwt40","repfwt41","repfwt42","repfwt43","repfwt44","repfwt45","repfwt46","repfwt47","repfwt48","repfwt49","repfwt50","ic0110","ic0112","ic0114","ic0116","ic0120","ic0121","ic0122","ic0125","ic0129","ic0134","ic0136","ic0138","ic0140","ic0139","ic0141","ic0143","ic0142","ic0144","ic0146","ic0150","ic0153","ic0155","ic0158","ic0162","ic0166","ic0170","ic0169","ic0161","ic0157","ic0163","ic0165","ic0167","ic0174","ic0183","ic0176","ic0181","ic0175","ic0177","ic0179","ic0186","ic0600","ic0602","ic0604","ic0606","ic0608","ic0190","ic0192","ic0196","ic0198","ic0204","ic0206","ic0208","ic0210","ic0212","ic0214","ic0216","ic0218","ic0610","ic0612","ic0614","ic0616","ic0618","ic0621","ic0622","ic0624","ic0626","ic0628","ic0630","ic0632","ic0636","ic0638","ic0640","ic0642","ic0644","ic0646","ic0648","ic0650","ic0652","ic0654","ic0656","ic0658","ic0660","ic0661","ic0663","ic0665","ic0667","ic0669","ic0671","ic0674","ic0676","ic0678","ic0681","ic0682","ic0684","ic0686","ic0266","ic0268","ic0265","ic0267","ic0269","ic0270","ic0272","ic0278","ic0271","ic0273","ic0274","ic0276","ic0277","ic0279","ic0280","ic0282","ic0284","ic0286","ic0288","ic0290","ic0292","ic0294","ic0296","ic0298","ic0300","ic0302","ic0304","ic0705","ic0688","ic0374","ic0376","ic0378","ic0381","ic0383","ic0385","ic0387","ic0382","ic0380","ic0384","ic0386","ic0389","ic0391","ic0393","ic0402","ic0404","ic0406","ic0408","ic0410","ic0412","ic0422","ic0424","ic0426","ic0428","ic0430","ic0432","ic0434","ic0436","ic0442","ic0444","ic0446","ic0448","ic0450","ic0452","ic0454","ic0456","ic0532","ic0534","ic0536","ic0538","ic0560","ic0562","ic0568","ic0570","ic0572","ic0578","ic0580"
"745",4440,1,1,1,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,2,2,1,3,2,2,2,1,2,3,1,2,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,2,2,-1,-1,-1,-1,-1,2,-1,-1,2,-1,-1,1,1,3,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,2,2,3,2,2,2,3,2,2,2,2,1,2,4,5,4,4,5,4,5,3,2,4,1,2,2,2,-1,2,-1,1,2,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,2,-1,30,30,35,7,3,3,92,46,43,"03142018",14,3,2018,2,60,224,7,-1,-1,-1,-1,13,0,0,0,10,0,2,0,2,10,0,0,13,0,4," 2",2,14.1247,14.428,14.4364,14.3588,14.2713,14.2582,14.42,14.1161,14.3229,14.3357,14.4837,14.3507,14.4932,14.3326,14.3782,14.3576,14.4375,14.2386,14.2945,14.4837,14.3385,14.4479,14.4135,14.332,14.6625,14.3155,14.4224,14.5679,14.2976,14.3163,14.4747,14.4669,14.4105,14.6759,0,14.5165,14.6663,14.6123,14.5477,14.3751,14.3695,14.2656,14.3528,14.5557,14.3828,14.6611,14.5484,14.3,14.4593,14.3589,14.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"746",2005,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,-1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,2,2,2,1,2,2,1,1,1,2,2,2,1,1,1,1,2,2,1,2,2,3,1,2,3,1,3,1,2,3,2,1,2,1,2,1,4,2,3,5,5,5,4,5,4,2,5,4,4,4,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,2,-1,20,50,40,6,4,3,92,40,30,"03052018",5,3,2018,0,30,133,4,-1,-1,-1,12,21,7,11,4,15,2,2,0,0,12,2,2,10,3,3," 1",3,59.9115,61.7074,61.731,61.5277,61.9256,63.2263,62.3262,62.7362,57.9816,60.4991,59.3164,60.7215,62.3463,62.6999,62.496,63.7339,61.0192,60.2182,62.5965,62.0428,61.9271,61.1411,61.2628,60.2461,60.5143,61.0912,60.9277,60.7181,61.6388,59.4296,61.7663,61.5746,59.1943,0,59.3315,59.9567,61.3772,61.4496,61.5822,60.1438,61.734,59.7484,61.8519,60.7475,61.1053,60.0612,59.9462,60.9228,60.4074,61.7404,61.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"747",2928,1,2,1,1,1,2,2,2,2,2,2,1,1,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,-1,2,2,2,2,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,3,3,3,3,2,-1,-1,2,-1,-1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,2,2,1,1,2,1,3,1,1,2,1,1,1,1,2,1,5,4,4,4,5,5,4,4,4,4,4,4,4,4,2,-1,2,-1,1,1,1,1,1,2,2,-1,1,1,2,-1,1,1,1,1,2,-1,40,15,40,7,3,3,91,15,7,"04022018",2,4,2018,2,160,214,7,-1,1,-1,2,11,2,8,2,0,6,0,1,0,16,0,0,3,0,4," 2",1,24.8751,25.019,25.2003,25.41,25.5241,25.6656,25.4266,24.9687,25.1639,25.1219,25.4681,25.0884,25.6432,25.4899,25.6589,25.7145,25.3462,25.4664,25.1862,25.2293,25.4191,25.6037,25.2055,25.5749,0,25.2951,25.1242,25.6014,25.459,25.4335,25.8616,25.7111,25.4562,25.7409,25.5745,25.6332,25.6055,25.0295,25.3976,25.4212,25.3708,25.1619,25.6644,25.2199,25.059,25.3778,25.5829,24.9954,25.2633,24.8406,25.3113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"748",3775,1,1,1,2,2,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,4,3,4,4,4,5,4,5,4,4,5,2,4,2,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,8,98,98,5,3,3,96,72,73,"03052018",5,3,2018,0,60,334,6,-1,3,-1,3,22,4,10,3,3,0,0,3,3,11,1,1,12,1,4," 3",3,14.4831,14.6882,14.7865,14.889,14.8847,15.0358,14.9019,14.9723,14.7069,14.8533,14.8196,15.1198,14.5606,14.9188,15.0532,14.5573,14.5401,15.0227,14.5885,14.4395,14.5862,15.0114,14.7499,14.9293,14.4845,14.6786,14.77,0,14.9887,14.742,14.7646,14.7167,15.0897,14.8921,14.5671,14.8584,14.8194,14.7945,14.6902,14.8191,14.5812,14.6944,14.6975,14.9411,14.9479,14.7077,14.725,14.84,14.692,14.6733,14.5659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"749",3060,1,1,1,1,1,2,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,-1,2,1,1,1,2,4,1,1,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,3,1,1,1,1,2,-1,-1,2,-1,-1,1,1,3,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,4,4,5,4,4,5,5,5,4,5,5,4,4,4,2,-1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,2,-1,65,85,90,7,3,3,95,34,30,"05162018",16,5,2018,2,85,233,7,-1,-1,-1,-1,28,0,4,0,3,8,0,2,0,21,0,0,24,0,3," 2",3,11.756,11.9818,12.2078,12.2993,12.0368,12.1109,11.9797,12.1245,12.4408,12.3043,12.148,12.3063,11.9493,11.9849,12.0826,12.0043,12.0037,12.2178,12.055,12.0474,12.0506,12.1176,11.9101,12.0521,11.8836,12.0904,11.951,11.5875,11.9358,11.7663,11.9374,11.6059,11.8413,11.8904,12.1112,11.782,11.9236,11.8747,11.7918,11.9251,11.7741,0,11.8578,11.8686,12.0111,12.1286,11.8173,11.8449,11.9598,11.9875,12.3617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750",3625,1,1,2,2,2,1,1,1,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,2,2,2,1,2,-1,2,2,2,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,5,5,5,5,4,4,4,4,5,4,4,4,2,-1,2,-1,2,-1,1,1,1,1,2,-1,1,1,2,-1,1,1,2,-1,2,-1,20,40,85,4,4,3,92,122,226,"05312018",31,5,2018,0,-2,343,5,-1,3,-1,-1,78,0,22,0,0,0,0,0,5,52,2,0,56,0,3," 3",4,11.5356,11.7431,11.8804,11.7487,11.9395,11.8438,11.9437,11.8165,11.5767,11.5885,11.5001,11.6429,11.9001,0,11.8646,11.9118,11.6461,11.6547,12.006,11.7003,11.8303,11.708,11.8682,11.6958,11.7336,11.8093,11.5052,11.6648,11.5247,11.6113,11.6771,11.8531,11.3731,11.7615,11.5682,11.4454,11.9526,11.7144,11.9842,11.6856,11.9074,11.6347,11.75,11.6294,12.0108,11.863,11.7998,12.0105,11.9341,12.1684,12.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0
"751",3243,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,3,1,1,1,1,2,2,2,1,2,2,1,2,1,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,1,1,2,2,1,2,2,2,1,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,1,4,4,4,5,5,5,4,4,4,3,4,3,3,4,2,-1,2,-1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,2,-1,30,25,55,3,4,3,95,51,38,"04092018",9,4,2018,0,75,342,7,-1,13,-1,1,36,12,18,8,16,14,0,3,0,30,1,1,18,4,2," 3",4,9.6961,9.8404,9.8262,10.0494,9.7414,9.9016,9.7826,9.9812,9.8216,9.9897,9.9078,9.8985,9.9325,9.9776,9.6853,10.0119,9.8409,9.9453,9.818,9.9546,9.9612,9.9642,9.8841,0,9.8951,9.8931,10.0466,9.8967,9.8727,9.9846,9.8993,9.9184,9.8207,10.0227,10.0424,9.8307,9.9412,9.6439,10.0158,9.9735,9.9539,9.761,9.9143,9.8961,9.8134,9.7951,9.8167,9.9133,9.7651,9.9236,9.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0
"752",2836,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,4,4,1,1,2,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,-1,-1,1,1,1,2,2,1,2,1,2,2,1,2,1,2,1,1,1,1,1,1,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,1,5,4,5,5,5,5,5,5,5,4,5,5,5,5,2,-1,2,-1,1,2,1,1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,40,80,90,4,3,3,98,15,20,"03012018",1,3,2018,0,40,111,3,-1,-1,-1,-1,2,0,0,0,2,0,0,0,0,2,0,0,2,0,1," 1",1,134.4564,141.7534,140.5194,135.5958,140.1355,140.4795,134.5494,140.0015,138.5425,137.1915,136.0564,139.0841,140.4203,136.5909,135.163,139.5068,137.1893,139.1524,135.7908,136.0714,135.5934,135.516,133.3024,136.6139,135.6722,0,136.5734,133.5893,138.0732,134.9352,137.5817,138.1694,137.0566,135.6552,135.446,137.3783,137.6586,137.557,135.0234,137.6665,136.6531,136.6211,137.4729,135.3213,137.4768,139.2841,138.0801,136.6969,136.9932,139.8805,135.4748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"753",3813,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,-1,2,2,2,1,1,4,4,1,2,2,1,2,1,1,1,1,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,2,3,3,2,3,1,2,2,2,2,1,2,2,2,2,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,5,4,5,5,5,5,5,5,5,4,5,5,5,5,2,-1,1,2,1,1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,2,-1,1,95,100,4,3,3,98,30,30,"04032018",3,4,2018,0,25,132,4,-1,-1,-1,-1,10,0,0,0,10,0,0,1,0,10,0,0,10,0,2," 1",3,60.9483,62.5454,0,61.4348,61.0536,63.7123,63.9445,62.6186,61.4082,62.0036,62.817,61.1892,61.5648,61.5627,61.1681,63.0139,62.8759,62.7033,62.4304,62.8146,62.1067,61.9943,61.5485,61.8437,63.4631,63.0441,61.8919,61.9591,64.1211,61.5489,60.8083,63.172,62.4337,62.2034,61.3635,62.4499,62.1331,61.1959,63.8724,61.0602,63.0722,60.8838,61.6882,60.7203,63.1428,63.1895,61.589,61.1202,61.2334,62.1295,62.4599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"754",3578,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,-1,1,1,2,1,2,2,3,1,1,1,1,1,2,2,2,1,1,1,1,2,1,2,1,2,2,1,1,1,2,2,2,1,1,2,2,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,2,1,3,3,2,2,2,1,1,1,2,1,1,2,2,2,2,1,1,2,2,1,3,2,2,2,2,3,1,2,1,2,2,2,4,4,3,4,4,4,5,5,5,3,4,5,2,3,3,1,1,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,2,-1,20,48,70,6,2,3,94,12,7,"02282018",28,2,2018,0,25,341,5,5,17,-1,1,47,45,36,36,4,23,0,5,0,27,3,3,11,9,1," 3",4,8.7945,9.1003,8.994,8.9953,8.8581,8.8897,8.8988,8.9239,8.9834,9.1655,9.0516,9.0091,9.0237,9.1708,8.8784,9.0477,9.0787,9.0237,8.9328,8.7981,8.9374,8.9395,8.8182,8.77,8.8433,8.9672,8.8574,8.8866,8.8093,8.8342,0,9.0992,8.8651,9.0238,8.87,8.9438,8.9538,8.9089,9.0547,9.1303,9.1542,8.9031,8.969,8.9707,9.0326,9.149,9.04,9.0882,8.9783,8.9318,9.2283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"755",742,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,1,2,1,2,1,2,1,1,1,2,2,2,1,1,1,2,2,2,2,-1,1,1,1,1,2,2,5,2,1,2,2,1,1,2,2,1,2,2,1,2,1,1,1,2,2,1,1,1,2,2,2,1,2,2,2,-1,-1,-1,-1,-1,1,1,2,2,-1,-1,3,3,3,2,3,3,3,1,2,2,2,2,1,2,1,2,2,2,1,1,2,2,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,1,3,5,4,5,4,4,4,4,4,3,4,4,2,-1,1,1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,2,-1,20,70,85,4,1,2,93,91,66,"03062018",6,3,2018,0,75,343,4,3,5,-1,2,35,7,21,6,8,8,1,6,0,16,0,0,14,1,3," 3",4,10.6074,10.9272,11.0454,10.9322,10.9883,10.7991,10.7092,10.7696,11.1814,10.9033,10.822,10.9083,10.7193,10.7894,10.9001,10.8028,10.5889,10.9083,10.8222,10.7542,10.6987,10.8386,10.7679,10.9098,10.8116,11.0341,10.6707,10.5237,10.5422,10.6135,10.6263,10.6134,10.4755,10.7524,11.0626,10.4743,10.8754,10.6637,11.049,0,10.8041,10.8828,10.6696,10.8342,11.0229,11.0514,10.8298,10.8709,10.9204,11.0862,11.2267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
